row,id,title,segment_index,class,length,segment
91,ID0090,Laboratory ↔ Astrophysical Structural Equivalence,2,symbolic_latex,92,F_{\mathrm{scale}} : \mathcal{S}_{\mathrm{lab}} \longrightarrow \mathcal{S}_{\mathrm{astro}}
92,ID0091,SO(3) × U(1) Configuration Bundle,1,relation_latex,64,"P \longrightarrow M, \qquad \mathrm{Struct}(P)=SO(3) \times U(1)"
92,ID0091,SO(3) × U(1) Configuration Bundle,2,symbolic_latex,28,\sigma : M \longrightarrow P
93,ID0092,Semi-Direct Product of Rotation and Gauge Symmetry,1,relation_latex,32,G = SO(3) \ltimes_{\varphi} U(1)
93,ID0092,Semi-Direct Product of Rotation and Gauge Symmetry,2,relation_latex,90,"(R,e^{i\alpha})\cdot(R',e^{i\beta}) = \left(RR', e^{i\alpha}\,\varphi_R(e^{i\beta})\right)"
94,ID0093,Phase Space Topology Preservation,1,relation_latex,28,\phi_t^{\ast}\omega = \omega
94,ID0093,Phase Space Topology Preservation,2,relation_latex,27,\mathcal{L}_{X_H}\omega = 0
95,ID0094,FractalNodes Scaling Functor Between Laboratory and Astrophysical Systems,1,relation_latex,72,"S(L,T,B,\rho) = (\lambda L, \lambda^{p}T, \lambda^{q}B, \lambda^{r}\rho)"
95,ID0094,FractalNodes Scaling Functor Between Laboratory and Astrophysical Systems,2,relation_latex,127,"\mathrm{Rm}_{\mathrm{lab}} = \mathrm{Rm}_{\mathrm{astro}}, \qquad \mathrm{Ma}_{A,\mathrm{lab}} = \mathrm{Ma}_{A,\mathrm{astro}}"
96,ID0095,Natural Transformation Preserving Symplectic Structure,1,symbolic_latex,38,\eta : S \circ F \Rightarrow F \circ S
96,ID0095,Natural Transformation Preserving Symplectic Structure,2,relation_latex,56,\eta_X^{\ast}\omega_{F\circ S(X)} = \omega_{S\circ F(X)}
97,ID0096,Electrohydrodynamic Resonance Operator,1,relation_latex,41,\partial_r(r v_r) + \partial_z(z v_z) = 0
97,ID0096,Electrohydrodynamic Resonance Operator,2,elementary_latex,116,\mathcal{R}_{\mathrm{EHD}}[\mathbf{v}] = -\frac{\nabla p}{\rho} + \frac{q}{m}(\mathbf{E}+\mathbf{v}\times\mathbf{B})
98,ID0097,Flip–Twist Bridge Transformation,1,elementary_latex,39,f_{\mathrm{bridge}} = \frac{32}{27} f_0
98,ID0097,Flip–Twist Bridge Transformation,2,elementary_latex,100,\Psi_{\mathrm{bridge}}(t) = G_{\sigma}(t) \Bigl[ \cos(2\pi f_1 t) - \cos(2\pi f_2 t + \theta) \Bigr]
99,ID0098,Delta-Function Signal Injection,1,elementary_latex,85,G_{\sigma}(t) = \frac{1}{\sigma\sqrt{2\pi}} \exp\!\left(-\frac{t^2}{2\sigma^2}\right)
99,ID0098,Delta-Function Signal Injection,2,operator_latex,57,\delta_{\mathrm{inj}} = \lim_{\sigma \to 0} G_{\sigma}(t)
100,ID0099,Cymatic Beat Frequency Topology,1,elementary_latex,160,\begin{adjustbox}{max width=\linewidth} $\displaystyle \psi_{\mathrm{beat}}(t)=2\cos\!\bigl(\pi(f_2-f_1)t\bigr)\sin\!\bigl(\pi(f_1+f_2)t\bigr) $ \end{adjustbox}
100,ID0099,Cymatic Beat Frequency Topology,2,elementary_latex,123,"\begin{adjustbox}{max width=\linewidth} $\displaystyle \Delta f=|f_2-f_1|,\qquad \bar f=\frac{f_1+f_2}{2} $ \end{adjustbox}"
100,ID0099,Cymatic Beat Frequency Topology,3,elementary_latex,142,"\begin{adjustbox}{max width=\linewidth} $\displaystyle t_n=\frac{n}{2\Delta f}\quad(440/446\,\mathrm{Hz}:\;t_n=\frac{n}{12}) $ \end{adjustbox}"
101,ID0100,Information Synchronization at the TZP,1,symbolic_latex,45,\Phi_{\mathrm{TZP}} : S^3 \longrightarrow S^2
101,ID0100,Information Synchronization at the TZP,2,relation_latex,78,"\mathcal{I}_{\mathrm{sync}}(t) = \mathcal{E}_{\mathrm{TZP}}(t)\,e^{i\theta(t)}"
102,ID0101,Helical Standing-Wave Amplification,1,relation_latex,43,"A_m(\theta,t)=A_0 e^{i(m\theta-\omega_m t)}"
102,ID0101,Helical Standing-Wave Amplification,2,elementary_latex,83,"\omega_m = \frac{m v_h}{R_h}, \qquad \operatorname{Wind}_{\mathrm{TZP}}(\Gamma_m)=m"
103,ID0102,Topologically Protected Information Channels,1,operator_latex,78,\mathcal{I}_{[\gamma]} = \oint_{\gamma} \mathcal{J}_{\mathrm{info}}\cdot d\ell
103,ID0102,Topologically Protected Information Channels,2,relation_latex,91,S_{\mathrm{ent}}([\gamma]) = \mathrm{const.} \qquad \text{under local channel deformations}
104,ID0103,Infinity Hopf Fibration,1,symbolic_latex,27,h : S^3 \longrightarrow S^2
104,ID0103,Infinity Hopf Fibration,2,relation_latex,84,"h(z_1,z_2)=\left(2 z_1 \overline{z}_2,\ \lvert z_1\rvert^2-\lvert z_2\rvert^2\right)"
105,ID0104,Holographic Information Projection,1,elementary_latex,49,S_A = \frac{\operatorname{Area}(\gamma_A)}{4 G_N}
105,ID0104,Holographic Information Projection,2,operator_latex,77,"\mathcal{O}_{\mathrm{bulk}}(x)=\int K(x,y)\,\mathcal{O}_{\mathrm{bdy}}(y)\,dy"
106,ID0105,Master Synchronization Functional,1,operator_latex,217,"\mathcal{S}_{\mathrm{sync}}[\rho,\theta,\Phi] = \int_{\mathcal{M}} \left( \alpha \lvert \nabla \theta \rvert^2 + \beta D(\rho\Vert\sigma) + \gamma \lvert \Phi_{\mathrm{bulk}}-\Phi_{\mathrm{bdy}}\rvert^2 \right)\, d\mu"
106,ID0105,Master Synchronization Functional,2,relation_latex,38,\delta \mathcal{S}_{\mathrm{sync}} = 0
107,ID0106,Phase-Coherence Matrix,1,relation_latex,83,C_{ij} = \left\langle e^{i(\theta_i-\theta_j)} \right\rangle e^{-\lambda_i/\Lambda}
107,ID0106,Phase-Coherence Matrix,2,elementary_latex,40,G(x)= e^{-\lvert x\rvert/\xi}\cos(k_F x)
108,ID0107,Topological Entanglement Entropy Operator,1,relation_latex,62,"S(A)= \alpha\,\lvert \partial A\rvert - \gamma_{\mathrm{topo}}"
108,ID0107,Topological Entanglement Entropy Operator,2,relation_latex,91,\widehat{\Gamma}_{\mathrm{topo}}\lvert\psi\rangle = \gamma_{\mathrm{topo}}\lvert\psi\rangle
109,ID0108,Relative-Entropy Constraint,1,elementary_latex,77,D(\rho\Vert\sigma)= \operatorname{Tr}\!\left[\rho(\log\rho-\log\sigma)\right]
109,ID0108,Relative-Entropy Constraint,2,symbolic_latex,23,D(\rho\Vert\sigma)\ge 0
110,ID0109,Fibonacci Sequence,1,relation_latex,43,"F_n = F_{n-1}+F_{n-2}, \qquad F_0=0,\ F_1=1"
110,ID0109,Fibonacci Sequence,2,elementary_latex,98,"F_n = \frac{\phi^n-\psi^n}{\sqrt{5}}, \qquad \phi=\frac{1+\sqrt{5}}{2},\ \psi=\frac{1-\sqrt{5}}{2}"
111,ID0110,Fibonacci Manifold,1,relation_latex,16,r_n = r_0 \phi^n
111,ID0110,Fibonacci Manifold,2,elementary_latex,79,"r(\theta)= r_0 e^{\kappa \theta}, \qquad \kappa = \frac{\log \phi}{2\pi/\phi^2}"
112,ID0111,Resonant Holographic Spiral,1,relation_latex,28,r(\theta)=a e^{\beta \theta}
112,ID0111,Resonant Holographic Spiral,2,elementary_latex,30,\beta = \frac{2\log \phi}{\pi}
112,ID0111,Resonant Holographic Spiral,3,relation_latex,17,z(\theta)=c\theta
113,ID0112,Π–φ Structural Fusion,1,elementary_latex,30,\beta = \frac{2\log \phi}{\pi}
113,ID0112,Π–φ Structural Fusion,2,elementary_latex,45,\lambda = \beta^{-1} = \frac{\pi}{2\log \phi}
113,ID0112,Π–φ Structural Fusion,3,relation_latex,21,\mathcal{E}'(\beta)=0
114,ID0113,Helical Spacetime Embedding Axiom,1,relation_latex,42,M_{\mathrm{helix}} = S^1 \times \mathbb{R}
114,ID0113,Helical Spacetime Embedding Axiom,2,elementary_latex,100,"\gamma(\theta)= \left( a e^{\beta \theta}\cos\theta,\ a e^{\beta \theta}\sin\theta,\ c\theta \right)"
114,ID0113,Helical Spacetime Embedding Axiom,3,elementary_latex,30,\beta = \frac{2\log \phi}{\pi}
115,ID0114,Π–φ Coupling Principle,1,operator_latex,79,"\mathcal{S}(\beta)=\int_{\theta_0}^{\theta_1}\mathcal{L}(\beta,\theta)\,d\theta"
115,ID0114,Π–φ Coupling Principle,2,elementary_latex,45,\frac{\partial \mathcal{S}}{\partial \beta}=0
115,ID0114,Π–φ Coupling Principle,3,elementary_latex,35,\beta_{\ast}=\frac{2\log \phi}{\pi}
116,ID0115,Kuramoto Planetary Spin Model,1,elementary_latex,86,\dot{\theta}_i = \omega_i \;+\; \frac{K}{N}\sum_{j=1}^{N}A_{ij}\sin(\theta_j-\theta_i)
116,ID0115,Kuramoto Planetary Spin Model,2,elementary_latex,39,A_{ij}=\frac{\sqrt{m_i m_j}}{|a_i-a_j|}
116,ID0115,Kuramoto Planetary Spin Model,3,relation_latex,3,N=8
117,ID0116,Planetary Data Set,1,relation_latex,179,"\mathbf{m}= (3.30\times 10^{23},\ 4.87\times 10^{24},\ 5.97\times 10^{24},\ 6.42\times 10^{23},\ 1.90\times 10^{27},\ 5.68\times 10^{26},\ 8.68\times 10^{25},\ 1.02\times 10^{26})"
117,ID0116,Planetary Data Set,2,relation_latex,90,"\mathbf{a}= (0.387,\ 0.723,\ 1.000,\ 1.524,\ 5.203,\ 9.537,\ 19.191,\ 30.071)\ \mathrm{AU}"
117,ID0116,Planetary Data Set,3,relation_latex,118,"\mathbf{T}_{\mathrm{rot}}= (58.646,\ -243.025,\ 0.99727,\ 1.02596,\ 0.41354,\ 0.444,\ 0.71833,\ 0.6713)\ \mathrm{days}"
118,ID0117,Spin-Coherence Order Parameter,1,elementary_latex,53,r e^{i\psi} = \frac{1}{N}\sum_{j=1}^{N} e^{i\theta_j}
118,ID0117,Spin-Coherence Order Parameter,2,elementary_latex,56,r = \left|\frac{1}{N}\sum_{j=1}^{N} e^{i\theta_j}\right|
118,ID0117,Spin-Coherence Order Parameter,3,elementary_latex,65,\psi = \arg\!\left(\frac{1}{N}\sum_{j=1}^{N} e^{i\theta_j}\right)
119,ID0118,Dominant Planetary Coupling Pairs,1,elementary_latex,48,"\widehat{A}_{ij}=\frac{A_{ij}}{\max_{p,q}A_{pq}}"
119,ID0118,Dominant Planetary Coupling Pairs,2,relation_latex,41,"\widehat{A}_{\mathrm{Jupiter,Saturn}} = 1"
119,ID0118,Dominant Planetary Coupling Pairs,3,relation_latex,48,"\widehat{A}_{\mathrm{Venus,Earth}} \approx 0.103"
120,ID0119,Planetary Spin Synchronization Limitations,1,symbolic_latex,7,r \ll 1
120,ID0119,Planetary Spin Synchronization Limitations,2,elementary_latex,114,\dot{\theta}_i = \omega_i \;+\; \frac{K}{N}\sum_{j=1}^{N}A_{ij}\sin(\theta_j-\theta_i) \;+\; \tau_i^{\mathrm{ext}}
120,ID0119,Planetary Spin Synchronization Limitations,3,relation_latex,16,A_{ij}=A_{ij}(t)
121,ID0120,Planetary Spin–Orbit Oscillator Model,1,elementary_latex,119,\dot{\theta}_i = \Omega_i \;+\; \frac{K_s}{N}\sum_{j=1}^{N}\sin(\theta_j-\theta_i) \;+\; \lambda_i\sin(\phi_i-\theta_i)
121,ID0120,Planetary Spin–Orbit Oscillator Model,2,elementary_latex,73,\dot{\phi}_i = \nu_i \;+\; \frac{K_o}{N}\sum_{j=1}^{N}\sin(\phi_j-\phi_i)
121,ID0120,Planetary Spin–Orbit Oscillator Model,3,relation_latex,21,"X_i=(\theta_i,\phi_i)"
122,ID0121,Optimal Vortex Inflow Angle,1,logical_latex,41,"\alpha_{\ast} \in [17^{\circ},20^{\circ}]"
122,ID0121,Optimal Vortex Inflow Angle,2,elementary_latex,17,v_r = v\sin\alpha
122,ID0121,Optimal Vortex Inflow Angle,3,elementary_latex,22,v_\theta = v\cos\alpha
123,ID0122,Cross Symmetry Vortex Focusing,1,elementary_latex,94,\frac{1}{r}\frac{\partial}{\partial r}\bigl(r v_r\bigr) + \frac{\partial v_z}{\partial z} = 0.
123,ID0122,Cross Symmetry Vortex Focusing,2,elementary_latex,83,\frac{1}{r}\frac{\partial}{\partial r}(r v_r) + \frac{\partial v_z}{\partial z} = 0
123,ID0122,Cross Symmetry Vortex Focusing,3,symbolic_latex,45,v_z \uparrow \;\Longrightarrow\; v_r \uparrow
123,ID0122,Cross Symmetry Vortex Focusing,4,relation_latex,25,N_{\mathrm{channels}} = 4
124,ID0123,Radial Pressure Gradient and Acceleration Field,1,elementary_latex,43,P + \frac{1}{2}\rho v^2 = \mathrm{constant}
124,ID0123,Radial Pressure Gradient and Acceleration Field,2,elementary_latex,50,a_r = -\frac{1}{\rho}\frac{\partial P}{\partial r}
124,ID0123,Radial Pressure Gradient and Acceleration Field,3,elementary_latex,47,"a_r^{(\times)} \approx \sqrt{2}\, a_r^{(\circ)}"
125,ID0124,Pull Strength Scaling Law,1,elementary_latex,64,"\left(\frac{A_{\mathrm{cross}}}{A_{\mathrm{hole}}}\right)^{3/2},"
125,ID0124,Pull Strength Scaling Law,2,elementary_latex,85,\Pi_{\mathrm{pull}} = \left(\frac{A_{\mathrm{cross}}}{A_{\mathrm{hole}}}\right)^{3/2}
125,ID0124,Pull Strength Scaling Law,3,elementary_latex,65,A_{\mathrm{ratio}} = \frac{A_{\mathrm{cross}}}{A_{\mathrm{hole}}}
125,ID0124,Pull Strength Scaling Law,4,relation_latex,46,\Pi_{\mathrm{pull}} = A_{\mathrm{ratio}}^{3/2}
126,ID0125,Current Concentration Effect,1,relation_latex,13,"J = \sigma E,"
126,ID0125,Current Concentration Effect,2,symbolic_latex,50,\sigma_{\mathrm{centre}} > \sigma_{\mathrm{bulk}}.
126,ID0125,Current Concentration Effect,3,relation_latex,12,J = \sigma E
126,ID0125,Current Concentration Effect,4,symbolic_latex,49,\sigma_{\mathrm{centre}} > \sigma_{\mathrm{bulk}}
126,ID0125,Current Concentration Effect,5,symbolic_latex,39,J_{\mathrm{centre}} > J_{\mathrm{bulk}}
127,ID0126,Electrohydrodynamic Resonance Operator,1,elementary_latex,41,\rho_e(t) = \rho_0 + \rho_1\cos(\omega t)
127,ID0126,Electrohydrodynamic Resonance Operator,2,relation_latex,62,a_r^{\mathrm{tot}}(t) = a_r^{\mathrm{fluid}} + \kappa\rho_e(t)
127,ID0126,Electrohydrodynamic Resonance Operator,3,relation_latex,62,"\mathcal{R}_{\mathrm{EHD}}[\Psi] = a_r^{\mathrm{tot}}(t)\,\Psi"
128,ID0127,Multi-Domain Resonance Cascade,1,relation_latex,33,"\omega_p \pm \omega_e = \omega_v,"
128,ID0127,Multi-Domain Resonance Cascade,2,relation_latex,32,\omega_p \pm \omega_e = \omega_v
128,ID0127,Multi-Domain Resonance Cascade,3,relation_latex,37,\Delta \omega = |\omega_v - \omega_p|
128,ID0127,Multi-Domain Resonance Cascade,4,relation_latex,24,\Delta \omega = \omega_e
129,ID0128,Optical Electrostriction Effect,1,elementary_latex,103,"\Delta \rho = \rho_0 \left(\frac{\partial \epsilon}{\partial \rho}\right) E^2 \left(\frac{I}{c}\right),"
129,ID0128,Optical Electrostriction Effect,2,elementary_latex,99,\Delta \rho = \rho_0\left(\frac{\partial \epsilon}{\partial \rho}\right)E^2\left(\frac{I}{c}\right)
129,ID0128,Optical Electrostriction Effect,3,symbolic_latex,28,\Delta P \propto \Delta \rho
129,ID0128,Optical Electrostriction Effect,4,elementary_latex,40,\Delta P(t) = \Delta P_0\cos(\omega_p t)
130,ID0129,Chromatic Ion Sorting,1,symbolic_latex,58,\lambda_{\mathrm{red}} \rightsquigarrow m_{\mathrm{large}}
130,ID0129,Chromatic Ion Sorting,2,symbolic_latex,59,\lambda_{\mathrm{blue}} \rightsquigarrow m_{\mathrm{small}}
130,ID0129,Chromatic Ion Sorting,3,elementary_latex,36,\frac{\partial q}{\partial r} \neq 0
131,ID0130,Bridging Frequency Ratio,1,elementary_latex,17,r = \frac{32}{27}
131,ID0130,Bridging Frequency Ratio,2,elementary_latex,78,"S = \frac{\Delta}{B}, \qquad f_A' = \frac{f_A}{S}, \qquad f_B' = \frac{f_B}{S}"
131,ID0130,Bridging Frequency Ratio,3,relation_latex,29,"f_{\mathrm{bridge}} = r\,f_B'"
132,ID0131,Gaussian Window Insertion Operator,1,elementary_latex,52,g(t)=\exp\!\left(-\frac{(t-t_0)^2}{2\sigma^2}\right)
132,ID0131,Gaussian Window Insertion Operator,2,elementary_latex,115,s_{\mathrm{mix}}(t)=f_A'\cos(2\pi f_A' t)+f_B'\cos(2\pi f_B' t)+f_{\mathrm{bridge}}\cos(2\pi f_{\mathrm{bridge}} t)
132,ID0131,Gaussian Window Insertion Operator,3,relation_latex,43,"\mathcal{G}[s](t)=g(t)\,s_{\mathrm{mix}}(t)"
133,ID0132,Phase Flip and Twist Transformation,1,elementary_latex,13,"\phi_3 = \pi,"
133,ID0132,Phase Flip and Twist Transformation,2,relation_latex,30,"\phi_3(t) = \phi_0 + \kappa t,"
133,ID0132,Phase Flip and Twist Transformation,3,elementary_latex,10,\phi_3=\pi
133,ID0132,Phase Flip and Twist Transformation,4,relation_latex,44,\vartheta_{\mathrm{twist}}(t)=\kappa (t-t_0)
133,ID0132,Phase Flip and Twist Transformation,5,elementary_latex,109,s_3^{\mathrm{twist}}(t)=g(t)\cos\!\bigl(2\pi f_{\mathrm{bridge}} t+\phi_3+\vartheta_{\mathrm{twist}}(t)\bigr)
134,ID0133,Topological Protection via Phase Winding,1,elementary_latex,29,\nu=\frac{1}{2\pi}\oint d\phi
134,ID0133,Topological Protection via Phase Winding,2,symbolic_latex,9,\nu\neq 0
134,ID0133,Topological Protection via Phase Winding,3,relation_latex,41,\mathcal{W}_{\mathrm{wall}}[\phi]\sim \nu
135,ID0134,Extended Bridge Frequency Sweep,1,relation_latex,25,r(t) = 1 + (r_0 - 1) h(t)
135,ID0134,Extended Bridge Frequency Sweep,2,relation_latex,18,r(t)=1+(r_0-1)h(t)
135,ID0134,Extended Bridge Frequency Sweep,3,relation_latex,33,"f_{\mathrm{bridge}}(t)=r(t)\,f_B'"
135,ID0134,Extended Bridge Frequency Sweep,4,logical_latex,34,"h(t_0)=1,\qquad h(t\to\pm\infty)=0"
136,ID0135,Universal Constraint of Natural Transformation,1,elementary_latex,50,\mathrm{Comp}(d)=\frac{3\mu_0\mu_1\mu_2}{2\pi d^4}
136,ID0135,Universal Constraint of Natural Transformation,2,operator_latex,36,\lim_{d\to 0}\mathrm{Comp}(d)=\infty
136,ID0135,Universal Constraint of Natural Transformation,3,logical_latex,39,"d\in [\ell_{\mathrm{P}},R_{\mathrm{H}}]"
137,ID0136,Celestial Gyromagnetic Motion Axiom,1,elementary_latex,62,"\pi:\mathcal{P}\to \mathcal{M}, \qquad \mathrm{fiber}(\pi)=T^2"
137,ID0136,Celestial Gyromagnetic Motion Axiom,2,elementary_latex,40,\gamma=\frac{L}{\mu}=\frac{2n\hbar}{qvr}
137,ID0136,Celestial Gyromagnetic Motion Axiom,3,elementary_latex,35,F_{\mathrm{avg}}(r)=\frac{GMm}{r^2}
138,ID0137,Megastructure Formation Theorem,1,elementary_latex,43,\lambda=\frac{\pi R_{\mathrm{universe}}}{n}
138,ID0137,Megastructure Formation Theorem,2,relation_latex,33,\lambda \approx 150\ \mathrm{Mpc}
138,ID0137,Megastructure Formation Theorem,3,relation_latex,34,\mathcal{F}_{\mathrm{web}}\sim T^2
139,ID0138,S^3 Universe Topology,1,logical_latex,48,"\eta:S^3\to S^2, \qquad \mathrm{fiber}(\eta)=S^1"
139,ID0138,S^3 Universe Topology,2,elementary_latex,28,\mathrm{Vol}(S^3)=2\pi^2 R^3
139,ID0138,S^3 Universe Topology,3,elementary_latex,36,t_{\mathrm{return}}=\frac{2\pi R}{c}
140,ID0139,Planck-Scale Emergence of the TZP,1,relation_latex,19,\Phi_{+}+\Phi_{-}=0
140,ID0139,Planck-Scale Emergence of the TZP,2,elementary_latex,50,"\rho_{\Lambda}\sim \frac{\hbar c}{R^4}\,\Xi_{\Phi}"
140,ID0139,Planck-Scale Emergence of the TZP,3,elementary_latex,36,\Xi_{\Phi}=\frac{\Phi_{+}}{\Phi_{-}}
141,ID0140,Dipole Energy 1/d^4 Scaling Law,1,elementary_latex,23,U(d)=\frac{\kappa}{d^4}
141,ID0140,Dipole Energy 1/d^4 Scaling Law,2,logical_latex,39,"d\in [\ell_{\mathrm{P}},R_{\mathrm{H}}]"
141,ID0140,Dipole Energy 1/d^4 Scaling Law,3,relation_latex,36,\mathcal{T}_{\mathrm{scale}}\sim T^2
142,ID0141,Kuramoto Dominant Coupling Hypothesis,1,elementary_latex,45,\chi_{\max}=\frac{A_{\max}}{\sum_{i<j}A_{ij}}
142,ID0141,Kuramoto Dominant Coupling Hypothesis,2,symbolic_latex,77,\chi_{\max}<\chi_{\mathrm{crit}} \;\Longrightarrow\; r_{\mathrm{global}}\ll 1
142,ID0141,Kuramoto Dominant Coupling Hypothesis,3,symbolic_latex,40,r_{\mathrm{cluster}}>r_{\mathrm{global}}
143,ID0142,Heterogeneous Coupling Limitation,1,relation_latex,8,r=r(K_0)
143,ID0142,Heterogeneous Coupling Limitation,2,elementary_latex,36,\frac{dr}{dK_0}\ \text{changes sign}
143,ID0142,Heterogeneous Coupling Limitation,3,symbolic_latex,10,r_{\max}<1
144,ID0143,Spin–Orbit Resonance Proposition,1,elementary_latex,64,\frac{\Omega_{\mathrm{spin}}}{\Omega_{\mathrm{orb}}}=\frac{3}{2}
144,ID0143,Spin–Orbit Resonance Proposition,2,elementary_latex,65,\tau_{\mathrm{tidal}}\propto -\gamma \sin\!\bigl(2\theta-3M\bigr)
144,ID0143,Spin–Orbit Resonance Proposition,3,relation_latex,57,\dot{\theta}=\Omega_{\mathrm{spin}}+\tau_{\mathrm{tidal}}
145,ID0144,Improved Model Parameter Sweep,1,logical_latex,26,"K_0\in [K_{\min},K_{\max}]"
145,ID0144,Improved Model Parameter Sweep,2,elementary_latex,67,r(t;K_0)=\left|\frac{1}{N}\sum_{j=1}^{N}e^{i\theta_j(t;K_0)}\right|
145,ID0144,Improved Model Parameter Sweep,3,relation_latex,95,\Omega_{\mathrm{cluster}}(K_0)=\{\dot{\theta}_j:\ |\dot{\theta}_j-\dot{\theta}_k|<\varepsilon\}
146,ID0145,Optimal Geometry for Pressure Gradient,1,elementary_latex,67,\left|\frac{\partial P}{\partial r}\right|\propto \frac{v_c^2}{r_c}
146,ID0145,Optimal Geometry for Pressure Gradient,2,elementary_latex,37,v_c\propto \frac{Q}{A_{\mathrm{out}}}
146,ID0145,Optimal Geometry for Pressure Gradient,3,elementary_latex,66,G_{\mathrm{geom}}=\frac{A_{\mathrm{in}}}{A_{\mathrm{out}}}\tan\psi
147,ID0146,Ion Density Redistribution Mechanism,1,symbolic_latex,43,n_h^{\mathrm{centre}} > n_h^{\mathrm{bulk}}
147,ID0146,Ion Density Redistribution Mechanism,2,elementary_latex,40,"n_l(t)=n_{l,0}+\delta n_l \cos(\omega t)"
147,ID0146,Ion Density Redistribution Mechanism,3,operator_latex,36,"Q_{\mathrm{batt}}=\int_V \rho_q\, dV"
148,ID0147,Bridge-Flip Cancellation Operator,1,elementary_latex,10,\phi_3=\pi
148,ID0147,Bridge-Flip Cancellation Operator,2,relation_latex,66,s_{\mathrm{flip}}(t)=g(t)\bigl(s_1(t)-s_{\mathrm{bridge}}(t)\bigr)
148,ID0147,Bridge-Flip Cancellation Operator,3,relation_latex,28,A_{\mathrm{loc}}(t)\approx 0
149,ID0148,Phase Twist-Induced Domain Wall,1,elementary_latex,52,\phi(x)=\pi\left[\frac{1+\tanh((x-x_0)/w)}{2}\right]
149,ID0148,Phase Twist-Induced Domain Wall,2,elementary_latex,44,\Delta\phi = \phi(+\infty)-\phi(-\infty)=\pi
149,ID0148,Phase Twist-Induced Domain Wall,3,elementary_latex,57,"\nu_{\mathrm{wall}}=\frac{1}{2\pi}\int \partial_x\phi\,dx"
150,ID0149,Domain Wall Robustness Criterion,1,symbolic_latex,24,\|\delta s\|<\varepsilon
150,ID0149,Domain Wall Robustness Criterion,2,relation_latex,62,\nu_{\mathrm{wall}}[\phi+\delta\phi]=\nu_{\mathrm{wall}}[\phi]
150,ID0149,Domain Wall Robustness Criterion,3,symbolic_latex,43,\mathcal{S}_{\mathrm{seam}}\neq \varnothing
151,ID0150,Stress–Energy Conservation Constraint,1,relation_latex,116,T_{\mathrm{total}}^{\mu\nu} = T_{\mathrm{vacuum}}^{\mu\nu} +T_{\mathrm{matter}}^{\mu\nu} +T_{\mathrm{grav}}^{\mu\nu}
151,ID0150,Stress–Energy Conservation Constraint,2,relation_latex,41,\nabla_{\nu}T_{\mathrm{total}}^{\mu\nu}=0
151,ID0150,Stress–Energy Conservation Constraint,3,elementary_latex,78,"G_{\mu\nu}+\Lambda g_{\mu\nu} = \frac{8\pi G}{c^4}\,T_{\mathrm{total}\,\mu\nu}"
152,ID0151,Vacuum Stress–Energy Contribution,1,elementary_latex,145,T_{\mathrm{vac}}^{\mu\nu}(r) = \langle \mathrm{TZP}\vert T^{\mu\nu}\vert \mathrm{TZP}\rangle \exp\!\left(-\frac{r^2}{\xi_{\mathrm{coh}}^2}\right)
152,ID0151,Vacuum Stress–Energy Contribution,2,elementary_latex,62,"\rho_{\mathrm{vac}}(r)=\frac{1}{c^2}\,T_{\mathrm{vac}}^{00}(r)"
152,ID0151,Vacuum Stress–Energy Contribution,3,operator_latex,48,\lim_{r\to\infty} T_{\mathrm{vac}}^{\mu\nu}(r)=0
153,ID0152,Matter Stress–Energy Contribution,1,relation_latex,146,"T_{\mathrm{matter}}^{\mu\nu} = \operatorname{diag}\!\left( \rho_{\mathrm{eff}}c^2,\ p_{\mathrm{eff}},\ p_{\mathrm{eff}},\ p_{\mathrm{eff}} \right)"
153,ID0152,Matter Stress–Energy Contribution,2,relation_latex,105,\rho_{\mathrm{eff}} = \operatorname{Tr}\!\left[\rho_{\mathrm{matrix}}\mathcal{H}_{\mathrm{TRAWIN}}\right]
153,ID0152,Matter Stress–Energy Contribution,3,elementary_latex,102,p_{\mathrm{eff}} = -\frac{1}{3}\sum_{i=1}^{3}\operatorname{Tr}\!\left[\rho_{\mathrm{matrix}}P_i\right]
154,ID0153,Gravitational Stress–Energy Contribution,1,elementary_latex,115,T_{\mathrm{grav}}^{\mu\nu} = \frac{c^4}{8\pi G} \left( R^{\mu\nu}-\frac{1}{2}g^{\mu\nu}R+\Lambda g^{\mu\nu} \right)
154,ID0153,Gravitational Stress–Energy Contribution,2,elementary_latex,44,G_{\mu\nu}=R_{\mu\nu}-\frac{1}{2}g_{\mu\nu}R
154,ID0153,Gravitational Stress–Energy Contribution,3,elementary_latex,92,T_{\mathrm{grav}}^{\mu\nu} = \frac{c^4}{8\pi G} \left( G^{\mu\nu}+\Lambda g^{\mu\nu} \right)
155,ID0154,Topological Gerbe Classification,1,symbolic_latex,52,"H^3(\mathcal{M}_{\mathrm{lem}},U(1))\cong \mathbb{Z}"
