"id","title","score","category_hits","shell_artifact_signal","paper_mentions","graph_in_degree","graph_out_degree","isabelle_kind","gold_spine","wolfram_status","field_type","recommended_use","source","canonical_equation"
"ID0015","Spectral Density Index (TZP-Weighted)","58.0","topological_holonomy;spectral_bessel_laplacian;friedmann_hubble_cosmology;context:boundary_limit_singularity;context:invariant_conservation_closure","no","1","0","22","Definition","","","scalar","use in Bessel/hyperspherical spectral certificate","master","\eta(\omega) = \omega^{-\beta} e^{-\omega/\omega_{0}} || \omega_{0} = \omega_{0}(u_{T}), \qquad \beta = \beta(S_{\mathrm{HD}})"
"ID3381","Modes Potential Qubits Relation","58.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","0","0","Definition","","","logical","use as a boundary/degeneracy stress-test obligation","master","$$ N_{modes} \sim 10^{10} \text{ potential qubits!} $$"
"ID5756","Modes Potential Qubits Relation","58.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","0","0","Definition","","","logical","use as a boundary/degeneracy stress-test obligation","master","\begin{equation} N_{modes} \sim 10^{10} \text{ potential qubits} \end{equation}"
"ID10790","Hopf lift and the inverse outward dimensional flip","57.75","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity","no","9","1","2","","nested_hyperspherical_enclosure","1/1 pass","scalar","use as a boundary/degeneracy stress-test obligation","master","Δχ_Hopf = Ω,   ω_bulk = 1/γ = 524288/531441"
"ID10819","Getting Closer Eq 27: S_{1/2 = k_B ( {_{-12,q{_{,q ),","57.75","topological_holonomy;spectral_bessel_laplacian;friedmann_hubble_cosmology;gyromagnetic_mhd_movement","no","1","1","1","Definition","bessel_residual_spinal_tap","not_run:registered_source_equation","scalar","use in Bessel/hyperspherical spectral certificate","master","\Delta S_{1/2} = k_B \ln \left( \frac{\Omega_{\nu-\frac12,q}}{\Omega_{\nu,q}} \right),"
"ID0007","Temporal Displacement Factor","57.5","boundary_limit_singularity;invariant_conservation_closure;context:quantum_probability_operator","no","1","0","14","Definition","","3/3 pass","scalar","use as a boundary/degeneracy stress-test obligation","master","\alpha_{T} = \frac{dt'}{dt} || \alpha_{T}^{\mathrm{TZP}} = \lim_{\gamma \to p} \frac{dt'}{dt}"
"ID9036","Definition of ∆T","57.25","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;quantum_probability_operator","no","0","3","1","Definition","","1/1 pass","scalar","use as a boundary/degeneracy stress-test obligation","master","∆T=∇T_a∇Ta\Delta{\text{T}}\phi=\nabla{\text{T}}_{a}\nablaˆ{\text{T}a}\phi∆T=∇T_a∇Ta,"
"ID9037","Relation…","57.25","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;quantum_probability_operator","no","0","3","1","Definition","","1/1 pass","vector","use as a boundary/degeneracy stress-test obligation","master","∇T\nablaˆ{\text{T}}∇TistheTrawinisticconnectionandindicesareraisedusingtheregularisedinversemetric."
"ID0006","Trawin Base Unit","57.0","boundary_limit_singularity;invariant_conservation_closure;spectral_bessel_laplacian;quantum_probability_operator","no","4","0","19","Invariant","","3/3 pass","scalar","use as a boundary/degeneracy stress-test obligation","master","u_{T} := \oint_{\Gamma} \sqrt{\lvert g \rvert}\, d\ell || \operatorname{Wind}_{p}(\Gamma)=1"
"ID0115","Kuramoto Planetary Spin Model","57.0","topological_holonomy;spectral_bessel_laplacian;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;context:exact_ratio_reciprocity","no","7","2","2","Definition","","3/3 pass","scalar","use in Bessel/hyperspherical spectral certificate","master","\dot{\theta}_i = \omega_i \;+\; \frac{K}{N}\sum_{j=1}^{N}A_{ij}\sin(\theta_j-\theta_i) || A_{ij}=\frac{\sqrt{m_i m_j}}{|a_i-a_j|} || N=8"
"ID0093","Phase Space Topology Preservation","57.0","invariant_conservation_closure;topological_holonomy;exact_ratio_reciprocity;gyromagnetic_mhd_movement;quantum_probability_operator","no","2","0","0","Definition","","3/3 pass","scalar","use in holonomy/winding/topological invariant lane","master","\phi_t^{\ast}\omega = \omega || \mathcal{L}_{X_H}\omega = 0"
"ID9940","Relation: g_μν(t, X)","57.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;exact_ratio_reciprocity;gyromagnetic_mhd_movement","no","1","0","0","Definition","","1/1 pass","tensor","use as a boundary/degeneracy stress-test obligation","master","g_{\mu\nu}(t,\mathbf x)"
"ID2988","Magnetic Helicity Integral","57.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","0","0","Definition","","","scalar","use as a boundary/degeneracy stress-test obligation","master","\begin{equation} \mathcal{H}_M = \int_V \mathbf{A} \cdot \mathbf{B} \, d^3x \end{equation}"
"ID3612","Magnetic Helicity Functional Correction","57.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","0","0","Definition","","","scalar","use as a boundary/degeneracy stress-test obligation","master","\begin{equation} \mathcal{H}_M = \int_V \mathbf{A} \cdot \mathbf{B} \, d^3x \end{equation}"
"ID4705","Magnetic Helicity Functional Correction","57.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","0","0","Definition","","","scalar","use as a boundary/degeneracy stress-test obligation","master","\begin{equation}\n\\mathcal{H}_M = \\int_V \\mathbf{A} \\cdot \\mathbf{B} \\, d^3x\n\\end{equation}"
"ID0188","Pressure Mechanism for Matter Creation","56.75","boundary_limit_singularity;quantum_probability_operator","no","6","1","6","Definition","energy_to_matter","1/1 pass","scalar","use as a boundary/degeneracy stress-test obligation","master","P_{\mathrm{vac}} \ge P_{\mathrm{crit}} || \rho_{\mathrm{matter}} \uparrow"
"ID3672","Magnetic Helicity Tensor Coupling","56.75","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;exact_ratio_reciprocity;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","1","2","Definition","","2/2 pass","scalar","use as a boundary/degeneracy stress-test obligation","master","$\mathcal{M} = T^*(SO(3) \times \mathbb{R}^3) \otimes \mathfrak{u}(1)_{\text{gauge}} \otimes \cat{Info}_{\text{quantum}}$"
"ID4226","Quantum Gravity Relation","56.75","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;quantum_probability_operator","no","0","1","2","Definition","","3/3 pass","vector","use as a boundary/degeneracy stress-test obligation","master","$\mathcal{F}: \mathbf{Quantum}_\infty \to \mathbf{Gravity}_\infty$"
"ID0404","The Metric Distortion Gradient","56.5","boundary_limit_singularity;invariant_conservation_closure;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","2","8","Definition","","","scalar","use as a boundary/degeneracy stress-test obligation","master","\begin{adjustbox}{max width=\linewidth,center} $\displaystyle \rho_{\mathrm{total}}=\operatorname{Tr}_{\mathrm{env}}\left(|\Psi\rangle\langle\Psi|\right) $ \end{adjustbox}"
"ID9076","Relation: √((ħω)/(2)),φ_ω,coth l(fracω2ω_0 r)V_T_ω=2ω_ωcoth(2ω_0ω)","56.5","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;quantum_probability_operator","no","0","2","0","Definition","","","scalar","use as a boundary/degeneracy stress-test obligation","master","\sqrt{\frac{\hbar\omega}{2}},\phi_{\omega},\coth\bigl(\frac{\omega}{2\omega_{0}}\bigr)V_T_ω=2ω_ωcoth(2ω_0ω),"
"ID9724","Observable#2:EntangledPhotonHelicityCorrelation","56.5","invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator;context:boundary_limit_singularity","no","0","0","0","Definition","","","scalar","use in Bessel/hyperspherical spectral certificate","master","S=|E(\theta_1,\theta_2)-E(\theta_1,\theta_2’)|+|E(\theta_1’,\theta_2) +E(\theta_1’,\theta_2’)| > 2"
"ID0300","Node Density Conversion Constant","56.0","invariant_conservation_closure;exact_ratio_reciprocity;context:topological_holonomy;context:quantum_probability_operator","no","1","0","19","Definition","","","scalar","use in reciprocal-ratio locking lane","master","Then C=153,600/129,600=32/27\approx1.185185185 || C = 153\{,\}600 / 129\{,\}600 = 32/27\approx1.185185185"
"ID0272","Multi-Scale Correlation Matrix","56.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","0","1","Definition","","","tensor","use as a boundary/degeneracy stress-test obligation","master","C_{ij} = \frac{\operatorname{cov}(x_i,x_j)}{\sigma_i\sigma_j} || \eta_{J_z}\circ\Phi_Q(f)=\mathcal{B}(f)\circ\eta_{J_z}"
"ID0949","12-Node Multi-Phase Transducer Synchronization","55.75","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;gyromagnetic_mhd_movement","no","0","1","1","Definition","","1/1 pass","scalar","use as a boundary/degeneracy stress-test obligation","master","quad \text{and}\quad \chi := \frac{32}{27} || define the algebraic surplus \mathrm{begin}{equation} \mathrm{delta}(s) : =s-1"
"ID3673","Grav Quantum Charge Functional","55.75","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;exact_ratio_reciprocity;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","1","1","Definition","","1/1 pass","vector","use as a boundary/degeneracy stress-test obligation","master","$\hat{Q}_{\text{grav}} = (\hbar c^3/8\pi G)\int_{-\infty}^t [\partial I/\partial\tau - \partial S/\partial\tau]\exp[-(t-\tau)/\tau_{\text{dec}}]d\tau$"
"ID6430","Step 2 — Wave Equation Admits Lemniscate Solutions: Ψ_2,1","55.75","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;quantum_probability_operator","no","0","1","1","Definition","","1/1 pass","scalar","use as a boundary/degeneracy stress-test obligation","master","\Psi_{2,1}=A\cos(2\phi)\cos(\theta)e^{-i\omega t}"
"ID6732","Quick Qualitative Reading (How the Pieces Correspond): 2π/7","55.75","boundary_limit_singularity;invariant_conservation_closure;spectral_bessel_laplacian;exact_ratio_reciprocity;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","1","1","Definition","","1/1 pass","scalar","use as a boundary/degeneracy stress-test obligation","master","2\pi/7"
"ID9203","Relation: [sum_n=0ˆ∞J_n+ 1/2(kr)eΘintheta]⊗[ConstrainedDipole(theta, Varphi)…","55.75","boundary_limit_singularity;invariant_conservation_closure;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","1","0","Definition","","","scalar","use as a boundary/degeneracy stress-test obligation","master","[sum_{n=0}ˆ∞J_{n+ 1/2}(kr)eΘ{intheta}]⊗[ConstrainedDipole(theta, varphi) ∗GyroscopicPrecession(omega_gyrot)]."
"ID9231","Relation: ωiω_iωi","55.75","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","1","0","Definition","","","scalar","use as a boundary/degeneracy stress-test obligation","master","ωi\omega_iωi:"
"ID9244","Definition of rBbnd(θ,,t)","55.75","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement","no","0","1","0","Definition","","","vector","use as a boundary/degeneracy stress-test obligation","master",",\hat{r}Bbnd(θ,,t)=B0sgn(sin(nθθ)sin(n))eiωtrˆ,"
"ID0492","Unified Hamiltonian SUM H_textTrawin","55.5","boundary_limit_singularity;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator;context:invariant_conservation_closure","no","0","0","7","Definition","","","scalar","use as a boundary/degeneracy stress-test obligation","master","\begin{adjustbox}{max width=\linewidth,center} $\displaystyle H_{\mathrm{TZP}} = H_0 + H_{\mathrm{int}} + H_{\mathrm{bridge}} $ \end{adjustbox}"
"ID7732","How This Ties into Your TZPQVS Superconducting Spherical Enclosure + Cymatics Id (1)","55.5","boundary_limit_singularity;invariant_conservation_closure;spectral_bessel_laplacian;exact_ratio_reciprocity","no","7","2","2","Definition","","1/1 pass","scalar","use as a boundary/degeneracy stress-test obligation","master","Y_{\ell m}(\theta,\phi)"
"ID9494","Definition of Control Law: u(ψ)","55.25","invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;gyromagnetic_mhd_movement;context:boundary_limit_singularity","no","3","1","1","Definition","","1/1 pass","scalar","use in Bessel/hyperspherical spectral certificate","master","Control Law: u(ψ) = -(∇V�ᵀ chosen to make V� < -αV"
"ID9492","Definition of State: ψ","55.25","invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;gyromagnetic_mhd_movement;context:boundary_limit_singularity","no","2","1","1","Definition","","1/1 pass","scalar","use in Bessel/hyperspherical spectral certificate","master","State: ψ = (θ, φ, ε, mode amplitudes) ∈ S² × T² × ℝ"
"ID0099","Cymatic Beat Frequency Topology","55.0","topological_holonomy;spectral_bessel_laplacian;gyromagnetic_mhd_movement;quantum_probability_operator","no","3","0","3","Definition","","3/3 pass","scalar","use in Bessel/hyperspherical spectral certificate","master","\begin{adjustbox}{max width=\linewidth} $\displaystyle \psi_{\mathrm{beat}}(t)=2\cos\!\bigl(\pi(f_2-f_1)t\bigr)\sin\!\bigl(\pi(f_1+f_2)t\bigr) $ \end{adjustbox} || \begin{adjustbox}{max width=\linewidth} $\displaystyle \Delta f=|f_2-f_1|,\qquad \bar f=\frac{f_1+f_2}{2} $ \end{adjustbox} || \begin{adjustbox}{max width=\linewidth} $\displaystyle t_n=\frac{n}{2\Delta f}\quad(440/446\,\mathrm{Hz}:\;t_n=\frac{n}{12}) $ \end{adjustbox}"
"ID10870","Cosmological-constant hierarchy as a radius choice","55.0","boundary_limit_singularity;invariant_conservation_closure;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology","no","1","8","1","","nested_hyperspherical_enclosure","","scalar","use as a boundary/degeneracy stress-test obligation","master","ħc/ℓ_Pl⁴ ≈ 4×10¹¹³, ħc/R_H⁴ ≈ 9×10⁻¹³¹, ρ_Λ ≈ 6×10⁻¹⁰ J/m³ ⟹ ratio ~10¹²³ = (R_Λ/ℓ_Pl)⁴"
"ID7842","Numerical Recipe (Method-of-Lines / Split-Step for TDGL + Acoustic PDE): P(t,x)","55.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;quantum_probability_operator","no","0","0","1","Definition","","1/1 pass","vector","use as a boundary/degeneracy stress-test obligation","master","p(t,\mathbf{x})"
"ID1914","EID_0249 Helicity Coupling Source","55.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;friedmann_hubble_cosmology;gyromagnetic_mhd_movement;quantum_probability_operator","no","0","0","0","Axiom","","","scalar","use as a boundary/degeneracy stress-test obligation","master","\\rho_{\\rm ZPE}=\\frac{\\hbar\\omega_c}{2}. \"
"ID2916","Kaluza–Klein Mode (Fourier) Expansion","55.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement","no","0","0","0","Theorem","","","scalar","use as a boundary/degeneracy stress-test obligation","master","\begin{equation} \Phi(x^\mu, y) = \sum_{n=-\infty}^{\infty} \phi_n(x^\mu) e^{iny/R_\text{KK}} \end{equation}"
"ID2990","Kaluza–Klein Mode (Fourier) Expansion","55.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement","no","0","0","0","Theorem","","","scalar","use as a boundary/degeneracy stress-test obligation","master","\begin{equation} \Phi(x^\mu, y) = \sum_{n=-\infty}^{\infty} \phi_n(x^\mu) e^{iny/R_\text{KK}} \end{equation}"
"ID2992","Kaluza–Klein Tower Frequency Spectrum","55.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement","no","0","0","0","Theorem","","","scalar","use as a boundary/degeneracy stress-test obligation","master","\begin{equation} f_n = \frac{nc}{2\pi R_\text{KK}} \sim n \times 50 \text{ GHz} \end{equation}"
"ID3288","Modal Frequency Relation","55.0","boundary_limit_singularity;invariant_conservation_closure;topological_holonomy;spectral_bessel_laplacian;exact_ratio_reciprocity;friedmann_hubble_cosmology;gyromagnetic_mhd_movement","no","0","0","0","Theorem","","","scalar","use as a boundary/degeneracy stress-test obligation","master","\begin{equation} \omega_{n \ell m} = \frac{v_A}{R} \sqrt{n^2 + \frac{ \ell( \ell+1)}{1 + \frac{R}{2 \delta_{skin}}}} \end{equation}"
