rank,isabelle_name,claim_type,kind,score,title,source,line,candidate_digest,semantic_anchor_id,semantic_anchor_title,semantic_score,semantic_digest,obligation_role,semantic_tags,required_checks,dependency_degree,has_parsed_equation,obligation_digest
43,cand_043_theorem_lemma_helicityquantisation_sorry_theorem_helici,theorem_claim,Theorem,110,lemma helicityquantisation: sorry theorem helicityquantisation : Theorem helicityquantisation :,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,3517,e7f0a59b3eec7ce141adefde755cb2e413e0bc5b,ID0040,Universality of Elsasser Criticality,1000,222974d2574a5ebf54c7f5f8a7e7e8a7695cce72,Needs_Semantic_Translation,trawin_operator;helical_geometry;field_geometry;topological_invariant;macro_reduction;gyromagnetic,dependency_coverage;scale_transition_check;semantic_grounding,0,yes,bd1ba5c7cbfbec058a37a8d0ec349daaeff27ce7
44,cand_044_theorem_lemma_vacuumpolarization_sorry_theorem_vacuumpo,theorem_claim,Theorem,110,lemma vacuumpolarization: sorry theorem vacuumpolarization : Prop Theorem vacuumpolarization : Prop.,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,4380,ded01c2017055c0435c27b6ad71d27b13c7ef845,ID0032,Action Functional on Trawinistic Manifolds,1000,a0a8c8eb7bb9c294ec2f491b13e32f087065e60e,Needs_Semantic_Translation,tzp_foundation;trawin_operator;hamiltonian_dynamics;field_geometry;quantum_limit;macro_reduction,dependency_coverage;scale_transition_check;semantic_grounding,0,no,7cf243e5e93e7f8c3d369561dfc85c11b3cabbdd
45,cand_045_definition_trawinistic_manifold,definition_claim,Definition,109,Trawinistic Manifold,D:\Tex\trawin_zero_point_quantum_field_theory.tex,49,774549755b48e6e9623337c3ce1ea9b4b93b4e28,ID0002,Trawinistic Manifold,1200,af4165852cb2a0192f7731a27e300b6b2c2a1754,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;field_geometry;quantum_limit,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding,0,no,c18a6841a2d9f25571c9d14a94821cc75cbfb16b
46,cand_046_theorem_lemma_0181_proof_theorem_theorem,theorem_claim,Theorem,109,lemma 0181_proof: theorem Theorem,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,7190,19781832febb692589ab26de73dfdff853e48c8a,ID0180,Stability Threshold at the TZP,1000,87b503cf0ce1648b3846744ba465b36e90e5459a,Needs_Semantic_Translation,tzp_foundation;trawin_operator;topological_invariant;quantum_limit;macro_reduction,dependency_coverage;scale_transition_check;semantic_grounding,0,yes,30ec499fcc401107a6186b56654e04b797aca144
47,cand_047_theorem_lemma_multipartitenetworks_sorry_theorem_multip,theorem_claim,Theorem,109,lemma multipartitenetworks: sorry theorem multipartitenetworks : Theorem multipartitenetworks :,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,5525,14887870d468212a6499a7879bc848d14fb03190,ID0065,Entanglement Structure,1000,72012ad3a9cde87d45d9b427280cb494b6902f4a,Needs_Semantic_Translation,trawin_operator;field_geometry;topological_invariant;quantum_limit;macro_reduction,dependency_coverage;scale_transition_check;semantic_grounding,0,yes,0930928f369422d810836676729c92d09711c648
48,cand_048_axiom_axiom_vii_helical_projection_to_daansphere,axiom_claim,Axiom,108,Axiom VII: Helical Projection to DAANSphere,D:\Tex\00_Engine_extractions\axiom.tex,217,47559347b02034bf5ee983598086f943aebb5fe3,ID9564,Helical Projection Functor,1200,3638100e1783fc47cd94902f8f50a02a78671bf0,Core_Axiom,tzp_foundation;trawin_operator;helical_geometry;daansphere_encoding,core_spine_alignment;dependency_coverage;semantic_grounding,0,yes,48e3a39a9bd2a77880eb992af0b1dd0efeeb7f14
49,cand_049_theorem_tzp_emergence_as_symmetry_fixed_bifurcation_of_t,theorem_claim,Theorem,108,TZP emergence as symmetry-fixed bifurcation of TRAWIN closure,D:\Tex\00_Canon_00_TRAWIN_definition.tex,256,b5f0ab97fb4803a7b6226f45141b243784a8b1d4,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,32,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,30e9081d238550f0a00255006ae57b65669255f8
50,cand_050_theorem_lemma_boundaryquantumeffects_theorem_boundaryqu,theorem_claim,Theorem,108,lemma boundaryquantumeffects: theorem boundaryquantumeffects : Theorem boundaryquantumeffects :,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,4624,6815edcc8cd4a07fec84bc6fa8e0ef91c5b42c67,ID0054,Mode Quantization in Confined Geometries,1000,0fc64b88b2fc2c82e5cd7b5e7ee4a0a8656ade59,Needs_Semantic_Translation,tzp_foundation;trawin_operator;holographic_duality;field_geometry;topological_invariant;quantum_limit;macro_reduction,dependency_coverage;scale_transition_check;semantic_grounding,0,yes,eb460f780fe29cc3317cbc36550de36bc82b6f0a
51,cand_051_theorem_lemma_curvature_and_field_strength_theorem_theo,theorem_claim,Theorem,108,lemma curvature_and_field_strength: theorem Theorem,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,6586,d25dce915c4c235b42e32e443bc36ad2a7485a1c,ID0173,Horizontal Lift and Gauge Transport,1000,cb7b8135999da958e717e87afe076ea0f848eee9,Needs_Semantic_Translation,tzp_foundation;trawin_operator;hamiltonian_dynamics;field_geometry;topological_invariant;macro_reduction,dependency_coverage;scale_transition_check;semantic_grounding,0,yes,a5471487d39ceeb031f301dbf14607f413b2c2f9
52,cand_052_theorem_lemma_magneticmomentscaling_theorem_magneticmom,theorem_claim,Theorem,108,lemma magneticmomentscaling: theorem magneticmomentscaling : Theorem magneticmomentscaling :,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,3764,eaf13e1370747b91ab597edd2ee4e98b247242a8,ID0040,Universality of Elsasser Criticality,1000,222974d2574a5ebf54c7f5f8a7e7e8a7695cce72,Needs_Semantic_Translation,trawin_operator;macro_reduction;gyromagnetic,dependency_coverage;scale_transition_check;semantic_grounding,0,yes,6617d3a83fb91fd86897127562a44373581144e7
53,cand_053_theorem_lemma_entanglementstructure_sorry_theorem_entan,theorem_claim,Theorem,107,lemma entanglementstructure: sorry theorem entanglementstructure : Theorem entanglementstructure :,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,5455,8ff2c9deb055e4ffdd62cf8d4afb4be41c8c7fd4,ID0063,Measurement Back-Action,1000,0a505f77d4ec78268eb92adf34929c87ec22070f,Needs_Semantic_Translation,trawin_operator;field_geometry;quantum_limit;macro_reduction;daansphere_encoding;thermodynamic,dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,no,24e981fb4eddd4517db16de19d03377e56d6121f
54,cand_054_theorem_lemma_quantumchaosindicators_theorem_quantumcha,theorem_claim,Theorem,107,lemma quantumchaosindicators: theorem quantumchaosindicators : Theorem quantumchaosindicators :,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,6506,d291cda63fc6ce3979e51e04fba7fec1b7a3b43b,ID0062,Quantum Noise Spectra,1000,1c92e74505150e67c2c0635ffb6f6b7dc8477ae0,Needs_Semantic_Translation,trawin_operator;field_geometry;quantum_limit;macro_reduction,dependency_coverage;scale_transition_check;semantic_grounding,0,yes,8ff63cbc2b143e389a6ebb045185e37b10980f20
55,cand_055_theorem_lemma_runningphysicalconstants_theorem_runningp,theorem_claim,Theorem,107,lemma runningphysicalconstants: theorem runningphysicalconstants : Theorem runningphysicalconstants :,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,4937,35314902ffef1c77b6137ea668c33ce2fe274a32,ID0046,Order-Of-Magnitude Invariance Across 47 Orders of Scale,1000,a2a7aaa1479b729a56ac999aecc36c98e26ee24e,Needs_Semantic_Translation,trawin_operator;field_geometry;quantum_limit;macro_reduction,dependency_coverage;scale_transition_check;semantic_grounding,0,yes,acf5a906e93341e0ce63f8cd3d3883ed55428e39
56,cand_056_theorem_lemma_zeropointfluctuations_theorem_zeropointfl,theorem_claim,Theorem,107,lemma zeropointfluctuations: theorem zeropointfluctuations : Theorem zeropointfluctuations :,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,4151,80dbadccf1cc491dde1449f1d3e5e3d02a0d2112,ID0036,Vacuum Fluctuation Operator (TZP),1000,fee13e827254331e363dd943a1510238041e9264,Needs_Semantic_Translation,tzp_foundation;trawin_operator;field_geometry;quantum_limit;macro_reduction;thermodynamic,dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,e8fdefb568feb1fba513ec368f66e67c8c8f15ed
57,cand_057_axiom_axiom_iii_master_equation_for_rnadna,axiom_claim,Axiom,106,Axiom III: Master Equation for RNA→DNA,D:\Tex\00_Engine_extractions\axiom.tex,100,11e246b4ceb05c83810bfb3ffe60b8a24d9fd08b,ID0066,Multipartite Entanglement FractalNodes,1200,9456822952f96bead3bf429b159a235165d16f7d,Core_Axiom,trawin_operator;helical_geometry;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,b29bc36153ea90a5097c2f4a1e558324729270fc
58,cand_058_theorem_lemma_0186_proof_theorem_theorem,theorem_claim,Theorem,106,lemma 0186_proof: theorem Theorem,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,7591,0f7f58c9b0b24d2691247c9c5e3c899b22088c14,ID0185,Gravity as Entropic or Restorative Force,1000,11397144664312f8356d5299ce60aa471941de11,Needs_Semantic_Translation,tzp_foundation;trawin_operator;macro_reduction;thermodynamic,dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,830096047a948f1f623e94ac5c4cc5798b31d4bb
59,cand_059_theorem_lemma_temporaldisplacement_sorry_theorem_tempor,theorem_claim,Theorem,106,lemma temporaldisplacement: sorry theorem temporaldisplacement : Theorem temporaldisplacement :,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,706,af51334cf3f1ba2f2ea47840a35c61645cc0cc36,ID0001,Tzp Trawin Zero Point,1000,f8a3003d32405d320ee01ff888d42a897296014c,Needs_Semantic_Translation,tzp_foundation;trawin_operator;helical_geometry;field_geometry;topological_invariant;macro_reduction,dependency_coverage;scale_transition_check;semantic_grounding,0,yes,596496892f822f7cca9d45c13ab03ae46bcbb115
60,cand_060_theorem_lemma_nullspaceprojection_sorry_theorem_nullspa,theorem_claim,Theorem,104,lemma nullspaceprojection: sorry theorem nullspaceprojection : Theorem nullspaceprojection :,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,1199,061b84c16ed1a8780bd2a485a5c4ac79c5b62d8f,ID0004,Metric Degeneracy Condition,1000,d4d237ed2614079b65542488a706d994a9dcec78,Needs_Semantic_Translation,tzp_foundation;trawin_operator;field_geometry;macro_reduction;daansphere_encoding,dependency_coverage;scale_transition_check;semantic_grounding,0,no,f8ee1703739f61e6da2b19490be8cfaeee10411c
61,cand_061_theorem_lemma_semiclassicallimits_sorry_theorem_semicla,theorem_claim,Theorem,104,lemma semiclassicallimits: sorry theorem semiclassicallimits : Prop Theorem semiclassicallimits :,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,6590,71497f8cc5a7f70dc6b4632d60c0e4ef826aaebb,ID0080,Semiclassical Limits,1200,5a23c9ba85948f4ba9572441ff819d09b2a33b71,Needs_Semantic_Translation,tzp_foundation;trawin_operator;hamiltonian_dynamics;field_geometry;quantum_limit;macro_reduction,dependency_coverage;scale_transition_check;semantic_grounding,0,no,29839b7d1eb1a649b91340aa49f72eaddfec498b
62,cand_062_definition_definition_1_1_1_trawinistic_manifold,definition_claim,Definition,103,Definition 1.1.1 (Trawinistic Manifold):,D:\Tex\TEX_20260224_182530\AnteOmniaCorpusInfinitum.tex,302,ad00bbf8269c0fc0bb0396a9df12ef6b5e0de489,ID0002,Trawinistic Manifold,1200,af4165852cb2a0192f7731a27e300b6b2c2a1754,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;field_geometry;topological_invariant,core_spine_alignment;dependency_coverage;semantic_grounding,0,no,1bfe274e1dcb2398a0a0bfd9554eb853abd8944a
63,cand_063_definition_tzp_hamiltonian,definition_claim,Definition,103,TZP Hamiltonian,D:\Tex\trawin_zero_point_quantum_field_theory.tex,96,0bf5ac69215357c22e34384ed081541a821aacca,ID0030,TZP-Modified Hamiltonian Operator,1200,729d343917d788c4d29ec411e6dd4cf6dc7deea6,Core_Definition,tzp_foundation;hamiltonian_dynamics;quantum_limit;daansphere_encoding;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,8fd224570f6668e985140e90b731b8b7e4da7871
64,cand_064_theorem_lemma_0182_proof_theorem_theorem,theorem_claim,Theorem,103,lemma 0182_proof: theorem Theorem,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,7275,e5c76ae164c241330be1cbd39690e15b4f774edb,ID0181,Particle Uniformity from Vacuum Symmetry,1000,769d21d8d53ccdbebc78a5606dee58cf09873cf1,Needs_Semantic_Translation,trawin_operator;field_geometry;topological_invariant;macro_reduction,dependency_coverage;scale_transition_check;semantic_grounding,0,yes,dc05686776ccca2b80761548c357c41032fe4c3a
65,cand_065_theorem_lemma_lemniscaticselfintersection_theorem_theor,theorem_claim,Theorem,103,lemma lemniscaticselfintersection: theorem Theorem,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,305,571438be19e27a7f1316bb58b9951ae0cd010a00,ID0001,Tzp Trawin Zero Point,1000,f8a3003d32405d320ee01ff888d42a897296014c,Needs_Semantic_Translation,tzp_foundation;trawin_operator;helical_geometry;field_geometry;topological_invariant;macro_reduction,dependency_coverage;scale_transition_check;semantic_grounding,0,yes,6980cca676fc518a3aca4adece622a46faf7c0af
66,cand_066_axiom_axiom_ix_holographic_helical_correspondence,axiom_claim,Axiom,102,Axiom IX: Holographic--Helical Correspondence,D:\Tex\00_Engine_extractions\axiom.tex,241,375a19ef2d29d282e8e9ef36c8e10f17a24f8d57,ID9579,Einstein–Rosen Topology Term: widehatH_ER,1200,22f66ec7159d01ddd8e46a25c70e1fd91d33ecc6,Core_Axiom,tzp_foundation;trawin_operator;helical_geometry;holographic_duality,core_spine_alignment;dependency_coverage;semantic_grounding,0,yes,a60398e1a7f890a37a3bae50290db456cf034386
67,cand_067_definition_trawin_zero_point_theory_tzpt,definition_claim,Definition,102,Trawin Zero Point Theory (\TZPT),D:\Tex\All_tex\00_Canon_00_TRAWIN_definition.tex,30,2eccbbb0205a7f624414f1c744872419505be1c4,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,38,b9c22f15903583d7952590cbcd3b5dcd876cd393,Core_Definition,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,core_spine_alignment;dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,320074415198e820da8b5926ac2cd89b16e0e11e
68,cand_068_law_id_025_conservation_law_tzp_topological_charg,law_claim,Law,102,"ID\,025: Conservation Law: TZP Topological Charge",D:\Tex\Opera_Omia_Contextus_Canonicus_Trawin_Zero_Point.tex,595,f844db5d66c6da26b9156fe675602890175d2a23,ID0025,Conservation Law: TZP Topological Charge,1200,4d856fe586a52756ec913b62b58eb281baf27642,Derived_Theorem_Obligation,tzp_foundation;helical_geometry;topological_invariant;gyromagnetic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;semantic_grounding,0,no,0c36b81c18ffa4db79c0ca6165b905a6735891c7
69,cand_069_proposition_tzp_topological_quantization,proposition_claim,Proposition,102,TZP Topological Quantization,D:\Tex\trawin_zero_point_quantum_field_theory.tex,406,d45b737e960d0f0f85cdaf3cc534f37b670eb212,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,28,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,c85e552c12f35157b2c265d4a0688bd753fe9090
70,cand_070_theorem_theorem_4_tzp_emergence_mechanism_planck_oscil,theorem_claim,Theorem,102,THEOREM 4: TZP Emergence Mechanism: Planck oscillations ω P ≈ 1.86×1043 Hz with,D:\Zenodo\gyromagnetic_validation.pdf,256,81da6fa0e5110b5248eca1b6b53c5c5897cae734,ID9999,Violation of Flat Universe Cosmology: Ω_k Neq 0,57,b9c22f15903583d7952590cbcd3b5dcd876cd393,Derived_Theorem_Obligation,tzp_foundation;trawin_operator;helical_geometry;holographic_duality;hamiltonian_dynamics;field_geometry;topological_invariant;quantum_limit;macro_reduction;daansphere_encoding;gyromagnetic;thermodynamic,custom_algebraic_consistency;dependency_coverage;dimensional_balance;limiting_reduction;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,865ed768bd1bdbb90515f9e289990735ba09e5b2
71,cand_071_theorem_lemma_confinedmodequantization_theorem_confined,theorem_claim,Theorem,102,lemma confinedmodequantization: theorem confinedmodequantization : Theorem confinedmodequantization :,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,4543,103c95393bb59cf56c1f60aad219f9226f9420a6,ID0018,Trawinistic Laplacian,1000,e40fc88421de2e3bc7df83d5c6342e73ae00bcd0,Needs_Semantic_Translation,tzp_foundation;trawin_operator;holographic_duality;field_geometry;quantum_limit;macro_reduction,dependency_coverage;scale_transition_check;semantic_grounding,0,yes,59da391857ccf1c03498f25f96ae2437fd7f0a1f
72,cand_072_theorem_lemma_continuousvariablesystems_theorem_continu,theorem_claim,Theorem,102,lemma continuousvariablesystems: theorem continuousvariablesystems Theorem continuousvariablesystems,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,5975,b086e4549395f5bba0e5470db43e2da373f6fc6a,ID0053,Quantum Harmonic Oscillator (TZP-Modified),1000,075af90ebca787a21f5de577c24cca24f2996d15,Needs_Semantic_Translation,tzp_foundation;trawin_operator;hamiltonian_dynamics;field_geometry;quantum_limit;macro_reduction,dependency_coverage;scale_transition_check;semantic_grounding,0,no,3d81fd1ef812984ad3b2a92405b19ffa97289ab9
73,cand_073_theorem_lemma_holonomy_and_closed_loops_theorem_holonom,theorem_claim,Theorem,102,lemma holonomy_and_closed_loops: theorem holonomy_and_closed_loops : Theorem holonomy_and_closed_loops :,D:\Zenodo\Trawin_Zero_Point_200_Secondary.pdf,6722,a8255dc77e4ee557de3b2508e0c351ff66f9630d,ID0174,Curvature and Field Strength,1000,0811b5fe42ad9ef6bfab52e5a39e58ffe51bdf53,Needs_Semantic_Translation,tzp_foundation;trawin_operator;field_geometry;topological_invariant;quantum_limit;macro_reduction,dependency_coverage;scale_transition_check;semantic_grounding,0,no,6d40d7df8cd974bf4e059ef5613be22476696721
74,cand_074_theorem_lemma_linkingnumberuniversality_theorem_linking,theorem_claim,Theorem,102,lemma linkingnumberuniversality: theorem linkingnumberuniversality Theorem linkingnumberuniversality,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,3682,4d5114965acbd95c6475c277c0c2ea1a669d05cd,ID0041,Topological Helicity Quantisation,1000,37c6b375ccadd2e54b3a1711e4c513d861ccff3d,Needs_Semantic_Translation,tzp_foundation;trawin_operator;helical_geometry;topological_invariant;macro_reduction;gyromagnetic,dependency_coverage;scale_transition_check;semantic_grounding,0,no,80d1d2197825a8bb5f36085e47ac45a58ce2c537
75,cand_075_theorem_lemma_observerdependentstates_theorem_observerd,theorem_claim,Theorem,102,lemma observerdependentstates: theorem observerdependentstates : Theorem observerdependentstates :,D:\Zenodo\Trawin_Zero_Point_100_Primary.pdf,5384,2a671f07dc1de4d73fb96adc90e70017e48ea9ac,ID0007,Temporal Displacement Factor,1000,8edda860058f5ed9a487fea248ae8ed45c9ab3d0,Needs_Semantic_Translation,tzp_foundation;trawin_operator;hamiltonian_dynamics;field_geometry;macro_reduction;thermodynamic,dependency_coverage;scale_transition_check;semantic_grounding;thermodynamic_consistency,0,yes,88c249c56ad3ad1dfb1252527fb3f83f90b7212c
