rank,isabelle_name,claim_type,registration_predicate,kind,score,title,source,line,digest
426,cand_426_invariant_topological_invariants,invariant_claim,registered_invariant,Invariant,39,Topological Invariants,D:\Tex\All_tex\LifeAnEternalJouney.tex,85,8a0100c8a265865cb35f6848662820047a7f2a37
427,cand_427_invariant_id_523_todd_class_moduli_space_invariants,invariant_claim,registered_invariant,Invariant,39,[ID 523] TODD CLASS \& MODULI SPACE INVARIANTS,D:\Tex\CanonicalRegistryVol01.tex,2259,5eb5f4f22b18ffc82d9fece311fbb1d7f18f5b68
428,cand_428_proposition_canonical_noncommutations,proposition_claim,registered_proposition,Proposition,39,Canonical noncommutations,D:\Tex\TRAWIN.tex,180,b3a759b6831389f95f9b5b508e96404397dde699
429,cand_429_proposition_explicit_closure_criterion,proposition_claim,registered_proposition,Proposition,39,Explicit closure criterion,D:\Tex\TRAWIN.tex,430,e3f46a0a928d0c1b0933a699b4155bd8871a1c00
430,cand_430_proposition_gravitational_decoherence_rate,proposition_claim,registered_proposition,Proposition,39,Gravitational Decoherence Rate,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,156,5c93296b7a99352aa11259b3c035e260fd253516
431,cand_431_definition_directional_manifold,definition_claim,registered_definition,Definition,38,Directional Manifold,D:\Tex\TEX_20260224_182530\document3.tex,60,51b69ac298797f9fb04ce0d90e8c718266336468
432,cand_432_definition_state_manifold,definition_claim,registered_definition,Definition,38,State Manifold,D:\Tex\TEX_20260224_182530\topological_quantum_storage_paper (2).tex,43,d3bebc5deca0f5c881aa42fcb48bd8e8e67e1e68
433,cand_433_definition_extended_gravitational_accumulation_topos,definition_claim,registered_definition,Definition,37,Extended Gravitational Accumulation Topos,D:\Tex\All_tex\unified_field_theory_paper.tex,68,4ca25d134846c125220b7857c8122cee3a6cc26c
434,cand_434_definition_extended_phase_space,definition_claim,registered_definition,Definition,37,Extended Phase Space,D:\Tex\All_tex\reverse_harmonics_publication.tex,53,6a6310e8d7d537e2a9de92adb3712c144a1dc706
435,cand_435_definition_integrated_information,definition_claim,registered_definition,Definition,37,Integrated Information,D:\Tex\topological_unification.tex,397,d0b9cabc5f546872cd3a5cb4032735d5fda6d43e
436,cand_436_definition_minimal_description_length,definition_claim,registered_definition,Definition,37,Minimal Description Length,D:\Tex\All_tex\unified_field_theory_paper.tex,298,a07f03b49b9ee9afceff51500bdb8382ada64ece
437,cand_437_law_id_382_gravitomagnetic_coupling_law,law_claim,registered_law,Law,37,ID 382: Gravitomagnetic Coupling Law,D:\Tex\TEX_20260224_182530\minimal_output.tex,3630,18e6e326850a433f2d4521287c25f1a65bce8372
438,cand_438_definition_extended_helicity,definition_claim,registered_definition,Definition,36,Extended Helicity,D:\Tex\All_tex\reverse_harmonics_publication.tex,102,831eafddd868907918326245c22c7323c692f5f7
439,cand_439_definition_magnetic_helicity,definition_claim,registered_definition,Definition,36,Magnetic Helicity,D:\Tex\All_tex\MagnetoAcousticTopologyAndDimensionalResonance.tex,301,4685d098c78e864bbc133179f487d8deed15633f
440,cand_440_definition_magnetic_helicity,definition_claim,registered_definition,Definition,36,Magnetic Helicity,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,424,5d30c79d082627666c09e2c789aa973f9096c6a8
441,cand_441_definition_projection_map,definition_claim,registered_definition,Definition,36,Projection Map,D:\Tex\TEX_20260224_182530\document3.tex,123,c231357df67d84308294f61f68edfe176aaf2562
442,cand_442_definition_toroidal_constraint_pressure_scaling,definition_claim,registered_definition,Definition,36,Toroidal Constraint-Pressure Scaling,D:\Tex\gyromagnetic_validation.tex,140,eddc6e8e25618a978d78ca8a7efb37fffed61b8b
443,cand_443_law_id_0026_conservation_law_information_flux_thro,law_claim,registered_law,Law,36,ID 0026: Conservation Law: Information Flux Through TZP,D:\Tex\TEX_20260224_182530\Registriy00_math_verify_run_1.tex,786,16363e58737b2bee0ab868eb296608158191dacb
444,cand_444_definition_bridge_functor,definition_claim,registered_definition,Definition,35,Bridge Functor,D:\Tex\All_tex\Universal_Field_via_Bridge_Tunnel_Theory_SECOND_PASS.tex,57,955bc80212ae850c8c5da9e187f3f050eaeef14b
445,cand_445_definition_definition,definition_claim,registered_definition,Definition,35,Definition:,D:\Tex\SymbolCanon.tex,591,d4b9d8fba6cb63549ad530e7506226229efb3c67
446,cand_446_definition_rotating_double_helix_parametrization,definition_claim,registered_definition,Definition,35,Rotating Double Helix Parametrization,D:\Tex\All_tex\QuantumTopoHoloNavSystem.tex,1,1e22a74a3df87e507dc46099cb8cb8b7f046c73e
447,cand_447_definition_rotating_double_helix_parametrization,definition_claim,registered_definition,Definition,35,Rotating Double Helix Parametrization,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,172,c6a59ab7a48a8b3fa9e1dbc17b8e647845114f83
448,cand_448_definition_rotating_double_helix_parametrization,definition_claim,registered_definition,Definition,35,Rotating Double Helix Parametrization,D:\Tex\All_tex\QuantumTopoHoloNavSystem_formatted2.tex,242,c149a92c02935b7328d87c0d44944485b97b8bab
449,cand_449_definition_rotating_double_helix_parametrization,definition_claim,registered_definition,Definition,35,Rotating Double Helix Parametrization,D:\Tex\TEX_20260224_182530\QuantumTopoHoloNavSystem.tex,164,43aa3a8434e434cba0358bedfa3cf8f6a45f2b96
450,cand_450_definition_definition,definition_claim,registered_definition,Definition,34,Definition,D:\Tex\TEX_20260224_182530\theorum_infinitum_full.tex,35,6c4324a71c0f23145db9fb894e6aa68d312ae056
451,cand_451_definition_definition,definition_claim,registered_definition,Definition,34,Definition:,D:\Tex\SymbolCanon.tex,490,cc7f431372559a8d870f975f0c913874fb5c621d
452,cand_452_definition_entanglement_modality_decomposition,definition_claim,registered_definition,Definition,34,Entanglement Modality Decomposition,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,132,9bb557a4cb191f05fa7187ee967f0c58a88aa7f0
453,cand_453_definition_fibonacci_accumulator_specification,definition_claim,registered_definition,Definition,34,Fibonacci Accumulator Specification,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,276,f21b88817896822ffcc5d70d11c4e27dc50b4b1d
454,cand_454_definition_gravitationally_stabilized_soliton,definition_claim,registered_definition,Definition,34,Gravitationally Stabilized Soliton,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,190,fe82e1e2144294109b76382919f5d2bec9b72709
455,cand_455_definition_observable_functionals,definition_claim,registered_definition,Definition,34,Observable Functionals,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,237,bdada0b2528de6076d2b0a6a43082bf438dc76d7
456,cand_456_definition_quantum_gravitational_topos,definition_claim,registered_definition,Definition,34,Quantum-Gravitational Topos,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,90,fcb96f3815acec517efa14a38e3e0510bbea8dad
457,cand_457_hypothesis_closure_admissibility,hypothesis_claim,registered_hypothesis,Hypothesis,34,Closure admissibility,D:\Tex\00_Canon_00_TRAWIN_definition.tex,172,0b8ffcec23bdb6a1db50334f743e9150dec65bb6
458,cand_458_law_id_140_dipole_energy_1_d_scaling_law,law_claim,registered_law,Law,34,ID 140: Dipole Energy 1/dâ´ Scaling Law,D:\Tex\Registriy00.tex,1869,948ec9d65f9123df45f7bdace00da1eda26c1702
459,cand_459_principle_claim_3_variational_principle_total_action,principle_claim,registered_principle,Principle,34,3. Variational principle (total action),D:\Tex\TEX_20260224_182530\theorum_infinitum_ToE_arxiv.tex,162,dfcc9d806b68661bf368a79118a70caa24ae0855
460,cand_460_principle_the_cosmological_principle,principle_claim,registered_principle,Principle,34,The Cosmological Principle,D:\Tex\TEX_20260224_182530\equatorial_cosmology.tex,424,301b736b15218d1be478f0660c11e74478276e31
461,cand_461_principle_universal_bifurcation_principle,principle_claim,registered_principle,Principle,34,Universal Bifurcation Principle,D:\Tex\TEX_20260224_182530\equatorial_cosmology.tex,470,629e17987e14fde83d7d737b669f4c2ae9f2f51d
462,cand_462_proposition_compositional_pipeline,proposition_claim,registered_proposition,Proposition,34,Compositional Pipeline,D:\Tex\All_tex\QuantumTopoHoloNavSystem.tex,1,15acb6cbb3201a1a2f1dd1c771413a2df48d21de
463,cand_463_proposition_compositional_pipeline,proposition_claim,registered_proposition,Proposition,34,Compositional Pipeline,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,96,e6d2a812538ba9bccd80483bc5cebd93a62b242d
464,cand_464_theorem_id_0137_megastructure_formation_theorem,theorem_claim,registered_theorem,Theorem,34,ID 0137: Megastructure Formation Theorem,D:\Tex\TEX_20260224_182530\Registriy00_math_verify_run_1.tex,3259,5bbaf91fc05b1c6c83ea804ad141a5fdaf756c52
465,cand_465_theorem_numerical_stability_theorem,theorem_claim,registered_theorem,Theorem,34,Numerical Stability Theorem,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,1110,535544f01b8fca401131209444c87a7d2ee3f880
466,cand_466_theorem_spectral_gap_theorem,theorem_claim,registered_theorem,Theorem,34,Spectral Gap Theorem,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,920,4455999fc61b82f198ce3ec497b35cae424a2be7
467,cand_467_definition_base_category_structure,definition_claim,registered_definition,Definition,33,Base Category Structure,D:\Tex\All_tex\QuantumTopoHoloNavSystem.tex,1,dfb34ad9747cb11639c689dcdf6a01feba9a1818
468,cand_468_definition_base_category_structure,definition_claim,registered_definition,Definition,33,Base Category Structure,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,46,6928a0c9cfaebb3e6c91176510f8807e4b252446
469,cand_469_definition_base_category_structure,definition_claim,registered_definition,Definition,33,Base Category Structure,D:\Tex\All_tex\QuantumTopoHoloNavSystem_formatted2.tex,47,9ae9313cb27308e0b892a48f1654b5073b029e64
470,cand_470_definition_definition_2_2_geometric_gr_category,definition_claim,registered_definition,Definition,33,Definition 2.2 (Geometric/GR Category).,D:\Tex\00_Engine_extractions\BaT_curated.tex,27,cc2ac768e3ed6de4c0864427e7e9bf3313d53359
471,cand_471_definition_definition,definition_claim,registered_definition,Definition,33,Definition:,D:\Tex\SymbolCanon.tex,482,2d9cef7244ca969fbfb34240c3d4b6eeb9f52f6e
472,cand_472_definition_geometric_gr_category,definition_claim,registered_definition,Definition,33,Geometric/GR Category,D:\Tex\All_tex\Universal_Field_via_Bridge_Tunnel_Theory_SECOND_PASS.tex,51,8aa97838d315d18fb6dd78d12ec76416ddfacc8c
473,cand_473_invariant_id_0442_magnetic_helicity_as_scale_invariant_c,invariant_claim,registered_invariant,Invariant,33,[ID 0442] Magnetic Helicity as Scale-Invariant Constraint,D:\Tex\derivations500.tex,2047,194be0837f5b1d189e41733d04fc34ca9da2e032
474,cand_474_proposition_bounded_angular_error,proposition_claim,registered_proposition,Proposition,33,Bounded Angular Error,D:\Tex\TEX_20260224_182530\document3.tex,143,a85eda601656ecf189ee4dcb2f43542390e2c576
475,cand_475_proposition_geometric_acoustic_propagation,proposition_claim,registered_proposition,Proposition,33,Geometric Acoustic Propagation,D:\Tex\All_tex\MagnetoAcousticTopologyAndDimensionalResonance.tex,284,221c9d2c35a53e9d27e9643c9d46108c5d22f588
476,cand_476_proposition_geometric_acoustic_propagation,proposition_claim,registered_proposition,Proposition,33,Geometric Acoustic Propagation,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,1630,cdf58a66e2d441dd62a2a06e79557492419565e6
477,cand_477_proposition_nondegeneracy,proposition_claim,registered_proposition,Proposition,33,Non–degeneracy,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,152,db187d3855fd8b365ef693b33ec2fb311bcda5f6
478,cand_478_definition_total_hilbert_space,definition_claim,registered_definition,Definition,32,Total Hilbert Space,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,246,c2c54ff872fc7508ebbcaae1fa567d0be0ab9a7d
479,cand_479_definition_configuration_bundle,definition_claim,registered_definition,Definition,31,Configuration Bundle,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,18,414fa6da62bcc7af9dc09b0535764e1591381e0e
480,cand_480_hypothesis_gyromagnetic_constraint_term_hypothesis,hypothesis_claim,registered_hypothesis,Hypothesis,30,Gyromagnetic Constraint Term (Hypothesis),D:\Tex\www.tex,81,e64a3863ba8f30294a239dcb981b5764808b94e6
481,cand_481_law_id_299_rotation_tilt_via_coriolis_coupling_joy,law_claim,registered_law,Law,30,ID 299: Rotation Tilt via Coriolis Coupling (Joy's Law Analogue),D:\Tex\TEX_20260224_182530\minimal_output.tex,2980,6cdad97c503acfd2066875f651eae2febd31c30e
482,cand_482_lemma_angular_momentum_ladder_action,lemma_claim,registered_lemma,Lemma,30,Angular Momentum Ladder Action,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,634,4a198317315768aa92012bb573ac8931e3f7ecf0
483,cand_483_definition_id_216_unified_propulsion_field_definition,definition_claim,registered_definition,Definition,29,ID 216: Unified Propulsion Field Definition,D:\Tex\TEX_20260224_182530\minimal_output.tex,2291,4bb27dda3d6d51b7528c3e985c8da082438bc2ed
484,cand_484_definition_axis,definition_claim,registered_definition,Definition,28,Axis,D:\Tex\TEX_20260224_182530\dsdlaecs.tex,316,f532356a92b094e688296ff1139d10f5365a3b1e
485,cand_485_definition_canonical_symplectic_form,definition_claim,registered_definition,Definition,28,Canonical Symplectic Form,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,144,eb13332763c4e961cc5fb56c75e8ceef5ab89824
486,cand_486_definition_chernsimons_action,definition_claim,registered_definition,Definition,28,Chern–Simons Action,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,413,67821fd263c972cbd0324595d0f0deb8d55540ce
487,cand_487_definition_closure_index,definition_claim,registered_definition,Definition,28,Closure index,D:\Tex\TEX_20260224_182530\document.tex,182,a1ebf7cfb8f76c35f20694581c6c7198d01ea1cc
488,cand_488_definition_control_codebook,definition_claim,registered_definition,Definition,28,Control Codebook,D:\Tex\TEX_20260224_182530\document3.tex,88,74528a46260c01190a712a5c95141a195624ea07
489,cand_489_definition_daans_address,definition_claim,registered_definition,Definition,28,DAANS Address,D:\Tex\TEX_20260224_182530\dsdlaecs.tex,311,dfb69d1ce2221c24c7c55b27cffc4aa93b25ac87
490,cand_490_definition_daans_control_state,definition_claim,registered_definition,Definition,28,DAANS Control State,D:\Tex\TEX_20260224_182530\document3.tex,159,7685180c11c0a29ac285f3c3af104cb69bec9d04
491,cand_491_definition_definition,definition_claim,registered_definition,Definition,28,Definition,D:\Tex\TEX_20260224_182530\dsdlaecs.tex,217,7fb300d569e4a465bb249e7a5c7acd77e28d7616
492,cand_492_definition_definition,definition_claim,registered_definition,Definition,28,Definition:,D:\Tex\SymbolCanon.tex,498,a2234ddc8c4a73a9bdb070cb398d017385f4b00b
493,cand_493_definition_definition,definition_claim,registered_definition,Definition,28,Definition:,D:\Tex\SymbolCanon.tex,513,b05d7bb389822c9577250268c99be32826e5c1ab
494,cand_494_definition_definition,definition_claim,registered_definition,Definition,28,Definition:,D:\Tex\SymbolCanon.tex,552,28a057326cba1af8ea748e72dfe1440fabb61641
495,cand_495_definition_definition,definition_claim,registered_definition,Definition,28,Definition:,D:\Tex\SymbolCanon.tex,556,df75b48cb39ee3a35de7ff2329329866f5c96ec0
496,cand_496_definition_definition,definition_claim,registered_definition,Definition,28,Definition:,D:\Tex\SymbolCanon.tex,572,374bdb32409c9d9154208fd988d0d3e8b0cf0877
497,cand_497_definition_definition,definition_claim,registered_definition,Definition,28,Definition:,D:\Tex\SymbolCanon.tex,623,7030aeeffe604ffdb6a03b63053c9741dae9d308
498,cand_498_definition_definition,definition_claim,registered_definition,Definition,28,Definition:,D:\Tex\SymbolCanon.tex,630,452edbcf12ea34c30f212790b95860f7f9b7146f
499,cand_499_definition_definition,definition_claim,registered_definition,Definition,28,Definition:,D:\Tex\SymbolCanon.tex,662,5f54f5f1d3f250a7e1a929e1b7d0ecf9bca23f7c
500,cand_500_definition_entrainment,definition_claim,registered_definition,Definition,28,Entrainment,D:\Tex\TEX_20260224_182530\document3.tex,206,85eb9a5532e157ea31961c7d5c48b62a6d9b50ab
501,cand_501_definition_fibonacci_sphere_parametrization,definition_claim,registered_definition,Definition,28,Fibonacci Sphere Parametrization,D:\Tex\All_tex\QuantumTopoHoloNavSystem.tex,1,f1b722b36fab6d6fd58c6bfe7c6691c5566348bc
502,cand_502_definition_fibonacci_sphere_parametrization,definition_claim,registered_definition,Definition,28,Fibonacci Sphere Parametrization,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,145,1d5c273d63fb90ee9f6b04d5223194c8bc2b7b2e
503,cand_503_definition_greens_function_on_s_2_times_mathbb_r,definition_claim,registered_definition,Definition,28,Green’s Function on \(S^2$\times$ \mathbb{R}^+\),D:\Tex\TEX_20260224_182530\refactored_derivations.tex,342,d73053a45768965f506641461246dffebe0345c8
504,cand_504_definition_instanton_action_and_tunneling_amplitude,definition_claim,registered_definition,Definition,28,Instanton Action and Tunneling Amplitude,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,277,cdf38aefd8eb0bef479b162e6b54814eb17db105
505,cand_505_definition_linking_number,definition_claim,registered_definition,Definition,28,Linking Number,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,451,3dfb8a98a7272714836da29403a8272d629bda37
506,cand_506_definition_lyapunov_candidate,definition_claim,registered_definition,Definition,28,Lyapunov Candidate,D:\Tex\TEX_20260224_182530\document3.tex,217,9e7c1dece67ae515691df1234648d4a3fb872f52
507,cand_507_definition_naturality_as_consistency,definition_claim,registered_definition,Definition,28,Naturality as Consistency,D:\Tex\All_tex\Universal_Field_via_Bridge_Tunnel_Theory_SECOND_PASS.tex,65,e8e44841ac44bf0639311a0dc08695da9a3dd72c
508,cand_508_definition_phase_boundaries,definition_claim,registered_definition,Definition,28,Phase Boundaries,D:\Tex\TEX_20260224_182530\emergent_curvature_theory.tex,362,96da53d959e6adca04173dbfb621efb1e30b20ed
509,cand_509_definition_phase_closure_system,definition_claim,registered_definition,Definition,28,Phase Closure System,D:\Tex\TEX_20260224_182530\document.tex,173,7636e774158dcccf3023ff9653bf81a8763f45f8
510,cand_510_definition_poisson_bracket,definition_claim,registered_definition,Definition,28,Poisson Bracket,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,174,26f4b657b5227452d996fb3a655787f7fffdfa11
511,cand_511_definition_polarization,definition_claim,registered_definition,Definition,28,Polarization,D:\Tex\TEX_20260224_182530\dsdlaecs.tex,321,c2b0bcf3e136a143f975eaa7bc287067cd8c0a91
512,cand_512_definition_quantum_state_space,definition_claim,registered_definition,Definition,28,Quantum State Space,D:\Tex\All_tex\QuantumTopoHoloNavSystem.tex,1,9923c1561093d92b5eb6fe301c28f223381ed85b
513,cand_513_definition_quantum_state_space,definition_claim,registered_definition,Definition,28,Quantum State Space,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,238,ab4502bc255cba24c5a64d56e1eccb2e206b4449
514,cand_514_definition_refinement_map,definition_claim,registered_definition,Definition,28,Refinement Map,D:\Tex\TEX_20260224_182530\document3.tex,106,6fc1460f743d43ed2d73414d32b936833b55e055
515,cand_515_definition_semantic_grid,definition_claim,registered_definition,Definition,28,Semantic Grid,D:\Tex\TEX_20260224_182530\document3.tex,74,061d130b5c2ab2fab1e2190e9405ec4790ed1aa4
516,cand_516_definition_semantic_move,definition_claim,registered_definition,Definition,28,Semantic Move,D:\Tex\TEX_20260224_182530\dsdlaecs.tex,326,7bebda28c6d7dea1ff6676e6833ac58a9f14a504
517,cand_517_definition_spherical_harmonic_basis,definition_claim,registered_definition,Definition,28,Spherical Harmonic Basis,D:\Tex\All_tex\QuantumTopoHoloNavSystem.tex,1,7a828a2237ab9e0f664fd86afa1c883b64e97126
518,cand_518_definition_spherical_harmonic_basis,definition_claim,registered_definition,Definition,28,Spherical Harmonic Basis,D:\Tex\All_tex\QuantumTopoHoloNavSystem_final.tex,309,ca10e182653f01f517dbdda5efde5c0cc1c11727
519,cand_519_definition_statistics_functor,definition_claim,registered_definition,Definition,28,Statistics functor,D:\Tex\TEX_20260224_182530\document.tex,194,5213b621b68f2dec99e2a0424ca1e178ba606dfc
520,cand_520_definition_trajectory,definition_claim,registered_definition,Definition,28,Trajectory,D:\Tex\TEX_20260224_182530\dsdlaecs.tex,383,74ad61c8dd7574187e66bb138705f7a70fd59033
521,cand_521_definition_trajectory_equivalence,definition_claim,registered_definition,Definition,28,Trajectory Equivalence,D:\Tex\TEX_20260224_182530\dsdlaecs.tex,400,f68161360c7c86890240f596dedc80cdeefbf2e8
522,cand_522_definition_wavefunction_ansatz,definition_claim,registered_definition,Definition,28,Wavefunction Ansatz,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,311,29e4ab4c43a964f34d69a918c13ddf74faf97f2b
523,cand_523_law_scaling_laws,law_claim,registered_law,Law,28,Scaling Laws,D:\Tex\TEX_20260224_182530\Our_Gyromagnetic_Universe - Copy.tex,76,47c5717554058ecf55c06da2c157679be6e9ffbc
524,cand_524_definition_definition,definition_claim,registered_definition,Definition,27,Definition:,D:\Tex\SymbolCanon.tex,506,165262383792c652bedd621f88af0b84b065ab55
525,cand_525_definition_definition,definition_claim,registered_definition,Definition,27,Definition:,D:\Tex\SymbolCanon.tex,510,2a861458961dbeaf037d73ccf284d2ea2ea78f3a
526,cand_526_definition_definition_hyperspherical_locality,definition_claim,registered_definition,Definition,27,Definition: Hyperspherical Locality,D:\Tex\programmable_pathway_to_induce_structured_hyper_spherical_states.tex,57,5e839c1bb402a6007e88a61863042df4e922019b
527,cand_527_proposition_approximate_idempotence,proposition_claim,registered_proposition,Proposition,27,Approximate Idempotence,D:\Tex\TEX_20260224_182530\document3.tex,136,b97b3534e410d5abdddabd06d6866e570950e493
528,cand_528_proposition_composition_of_flow_maps,proposition_claim,registered_proposition,Proposition,27,Composition of Flow Maps,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,83,f38bc25dabb4ce729c9ee988f886f8273e045e5b
529,cand_529_proposition_local_trivialization,proposition_claim,registered_proposition,Proposition,27,Local Trivialization,D:\Tex\TEX_20260224_182530\refactored_derivations.tex,45,1ba807220fbc938ad22e996564343f4943866e2f
530,cand_530_proposition_proposition,proposition_claim,registered_proposition,Proposition,27,Proposition,D:\Tex\TEX_20260224_182530\dsdlaecs.tex,413,bc01a7ac56c14e019eaf8795192d02fffa0ae8d2
531,cand_531_proposition_proposition,proposition_claim,registered_proposition,Proposition,27,Proposition,D:\Tex\TEX_20260224_182530\topological_quantum_storage_paper (2).tex,172,5d4145d7ac27539a4d2e3c8604be5e7badd018a1
532,cand_532_definition_core_canonical_definitions,definition_claim,registered_definition,Definition,26,Core Canonical Definitions,D:\Tex\All_tex\00_Canon_00_TRAWIN_definition.tex,6,acbbf01185048a30e0e18df6a599c74d3d7fdd68
533,cand_533_definition_definition,definition_claim,registered_definition,Definition,26,Definition:,D:\Tex\SymbolCanon.tex,560,dd5e036ca096c158f7b018cae17bea33041cdb33
534,cand_534_law_scaling_laws,law_claim,registered_law,Law,26,Scaling Laws:,D:\Tex\opera_omnia_vol_0.tex,4792,946443e305fedd810872929a47721dff5753dfd9
535,cand_535_principle_id_0037_emergent_rotation_principle,principle_claim,registered_principle,Principle,26,ID 0037: Emergent Rotation Principle,D:\Tex\TEX_20260224_182530\Registriy00_math_verify_run_1.tex,1157,2153ff2adef34067cd8789d79b78552a4adf312d
536,cand_536_principle_id_1103_pontryagins_maximum_principle_control,principle_claim,registered_principle,Principle,26,ID 1103: PONTRYAGIN’S MAXIMUM PRINCIPLE CONTROL,D:\Tex\TEX_20260224_182530\1000up_math_verify_run_6.tex,1752,04478e5be423d717a0ba85641877882afc62cea5
537,cand_537_principle_id_0437_emergent_rotation_principle,principle_claim,registered_principle,Principle,26,[ID 0437] Emergent Rotation Principle,D:\Tex\derivations500.tex,1764,2c16ca0163949333fc9cdbdb76a6998ad555e244
538,cand_538_invariant_fundamental_constants_invariants,invariant_claim,registered_invariant,Invariant,25,Fundamental Constants \& Invariants,D:\Tex\TuTsybolicGlossary.tex,51,e3dfde0a2d064b7a58eb48d785a362d53f7ba688
539,cand_539_invariant_id_0011_causal_loop_invariant,invariant_claim,registered_invariant,Invariant,25,ID 0011: Causal Loop Invariant,D:\Tex\TEX_20260224_182530\Registriy00_math_verify_run_1.tex,300,f26a4de5bb7942cd5066079e13bf04aa7cbf0531
540,cand_540_invariant_invariant_matching_condition,invariant_claim,registered_invariant,Invariant,25,Invariant Matching Condition.,D:\Tex\derivations500.tex,4380,6784c49cbcec73e8fccdfa171edeef5ea0d99bef
541,cand_541_invariant_invariant_preservation,invariant_claim,registered_invariant,Invariant,25,Invariant Preservation.,D:\Tex\derivations500.tex,4583,309272b17010a2b9b5a98aa3001c7d29cca69cfc
542,cand_542_invariant_id_0411_causal_loop_invariant,invariant_claim,registered_invariant,Invariant,25,[ID 0411] Causal Loop Invariant,D:\Tex\derivations500.tex,481,9227169e1a360f500963d90fb8b22fa94a5d72e3
543,cand_543_corollary_mode_degeneracy_lifting,corollary_claim,registered_corollary,Corollary,24,Mode Degeneracy Lifting,D:\Tex\quantized_harmonics_of_the_infinite_curve.tex,938,d1f134f108b3d2c28cf841adf92c021b69466dc5
544,cand_544_definition_definition_of_piid,definition_claim,registered_definition,Definition,22,Definition of PiID,D:\Tex\pi_slide.tex,106,8e163bf249e5ed1d7a4b200c93f5f85371e3c6be
545,cand_545_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,474,718e77bd324d62ffac7e45d2ac0d8e7d460aab6a
546,cand_546_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,478,57b9eb48c1460e2dc69c7d39b82cead91348c1af
547,cand_547_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,486,c906b4e1db7e73123e56e5a28d5e29074b388b60
548,cand_548_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,494,f6d5bd04526d0f9174098cfc93efd38b41f7d5b6
549,cand_549_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,502,b0e0bc5f29c539f72e84fd7564f93d4d23014bf2
550,cand_550_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,517,0c290b57dec91add72c18c88241231b3116fd2e7
551,cand_551_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,521,b180387f6b1eddf390c49a8fcfd6f32a41efba4d
552,cand_552_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,525,ffff3d282b95f004a0cab9003b807ceffc0ccea0
553,cand_553_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,529,6fbad56aea83cfe13b64b93d153f812359ffa8d7
554,cand_554_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,533,2ff152c2f6b9b141bda89c76724d859dd7966bc1
555,cand_555_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,537,13922a025b7ad28803adcbf9340ba1fe347b7a4f
556,cand_556_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,541,77d2e053077440471e9a7f492973c67a53c43cdc
557,cand_557_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,544,da38196ed8246b7b6996e0531534a87bb4308c47
558,cand_558_definition_definition,definition_claim,registered_definition,Definition,22,Definition:,D:\Tex\SymbolCanon.tex,548,80dd00fefb534666a665d1ff85da6e729e8679e4
