isabelle_sid,source_id,kind,label,source,line,digest
132,I55,Invariant,ID8158: Full Explicit Expansions — Both Observers: u_μ q^μ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8158,7645,d2863a3f510802410cbbb85785c95e7490b4663b
133,I56,Invariant,ID8159: Full Explicit Expansions — Both Observers: u_μπ^μν,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8159,7646,0f031b4945286bb07b3ce84a613e2d88dde58222
134,I57,Invariant,ID8160: Full Explicit Expansions — Both Observers: π^μ_μ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8160,7647,0667cb1b5da6cf9714e8ba98291811130df84468
135,I58,Invariant,ID8161: Full Explicit Expansions — Both Observers: T^μν,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8161,7648,f789848c34395cc1f18e84d0c600d47190990049
136,I59,Invariant,ID8165: Generic Component-Level Building Blocks (Use These Directly in CAS),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8165,7652,382e8a32153f728d22f9b21de9a47e5429bf384b
137,I60,Invariant,"ID8371: Level 2 — the Manifold & Protection Mechanism (4D→2D Projection; Topological Inv: Ψ(t,ω)",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8371,7858,add6d4ed262a8ab97833101a7bdd1bb9b8dea604
138,I61,Invariant,"ID8373: Level 2 — the Manifold & Protection Mechanism (4D→2D Projection; Topological Inv: B(t,ω)",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8373,7860,2c0affbe039f6eebe05c766de9982559b4880b8a
139,I62,Invariant,ID8374: Level 2 — the Manifold & Protection Mechanism (4D→2D Projection; Topological Inv: |Q|>…,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8374,7861,7c0659b6d48accecf15d5e56262da5399957991e
140,I63,Invariant,ID8375: Level 2 — the Manifold & Protection Mechanism (4D→2D Projection; Topological Inv: B>B_0,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8375,7862,55ee92b59044f9cdebec6acc2c5e92eec90012d7
141,I64,Invariant,ID8480: CHERN-SIMONS ACOUSTIC INVARIANT Canonical Statutory Formula: S_CS,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8480,7967,0b95b02c8d1639dfb83b3a369b69bf134248dafc
142,I65,Invariant,"ID8531: FRACTAL SURFACE FIELD Canonical Statutory Formula: g(θ, φ)",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8531,8018,4c2de474577587522e120cc8e9b8370c71b1e023
143,I66,Invariant,ID8532: Relation: l_k^-α,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8532,8019,9e24d8b12d2c9834f27f3c1855324883bc759019
144,I67,Invariant,ID8581: Relation: =⇒ ∇µ∇νΦTZP,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8581,8068,bb778ff63a5af75d2e2a9c84c96456b71232e9c7
145,I68,Invariant,ID8695: Total Magnetic Flux Through Any Closed Surface Satisfies: Φ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8695,8182,0f0792c6d2254b4826ebf12ac5f22bf09466c4a2
146,I69,Invariant,ID8696: Total Magnetic Flux Through Any Closed Surface Satisfies $\Phi=n\Phi\{U}$ Where: PhiU,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8696,8183,1272d67dfa9a00e28e7baaaf032ae2d587633149
147,I70,Invariant,"ID8724: Relation: ∫ ρ(x,t),dV",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8724,8211,74b8349d6825545cc4fbc7649744f421561fc341
148,I71,Invariant,"ID8740: Relation: ∇×[ A,(something) ]",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8740,8227,30ccfa4b7a805089983d5443bf002aab497497cd
149,I72,Invariant,"ID8741: D to a Steady-State or Solenoidal Condition), This: ∇×(A W(I[ρ]))",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8741,8228,c41cb6bf9d62c308f0764195aeacfd0f736fa397
150,I73,Invariant,ID8783: Relation: u_T,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8783,8270,144ff1ab7105050ee3eea6d5c909907676088bee
151,I74,Invariant,ID8784: Relation: u_T := oint_Γ √(|g|) dℓ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8784,8271,dbd338ed01dd7782eb94dea9ec6816b0d2bf8a32
152,I75,Invariant,ID8791: CONSISTENCY FIXED-POINT MAP Canonical Statutory Formula: ρ_CTC,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8791,8278,47b7fe1ecefce3d1c97d8341e482df3c8fe2f212
153,I76,Invariant,ID8852: RAMSEY INTERFEROMETRY COHERENCE TESTING Canonical Statutory Formula,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8852,8339,1ad6cd32edbf590856dd4c42b64a069d39f94551
154,I77,Invariant,ID8856: CAUSAL ORDER COLLAPSE LOGIC Canonical Statutory Formula,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8856,8343,fa4adb8ba326990e58c1e49f869ab20a7d8c9040
155,I78,Invariant,ID8886: TOPOLOGICAL WINDING TRACE Canonical Statutory Formula: τ(L) := Tr(F Wedge F),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8886,8373,a3957a3e33c2c5cff4f7ee1f3705de4037cb54fc
156,I79,Invariant,ID8931: TOPOLOGICAL CHERN NUMBER Canonical Statutory Formula: C_1,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8931,8418,baea406002b969dfe4b07495b3584b315b7325d8
157,I80,Invariant,ID9008: Relation: |p I - Π(V α)|^2,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9008,8495,b6ef996bfdb29869987c06115284b7216ef7488c
158,I81,Invariant,ID9011: Relation: a in R^N × N,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9011,8498,4f0d292a0be8425b421fcbc96bbf53467f4627f3
159,I82,Invariant,ID9367: {'latex': 'For Any Diffeomorphism: φ: M → M,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9367,8854,f65ea853679e0b3c46ef65ce932e110bcc725cce
160,I83,Invariant,ID9368: {'latex': 'The Trawin Base Unit $\TrawinBase$ Is,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9368,8855,4800c2aca9c9fd5be9b3b6fcb343f9de37734e73
161,I84,Invariant,ID9496: Relation: the Exponential Falloff e^��|Δn|/S Creates Discrete-Scale Invariance.…,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9496,8983,fbeb5810c368918c62572291c36c539858128881
162,I85,Invariant,"ID9742: Helicity-Preserving Symmetries and Time-Reversal: (t,Ω)→(-T,-Ω)",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9742,9229,9c99df1baa640bd4c784458ac6e0d7e6015e013d
163,I86,Invariant,ID9752: Volumetric Equilibria and Energetics: Δ H_rm Ac,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9752,9239,bb40d4c83d860305af3febef9d4b91a281bf1855
164,I87,Invariant,ID9757: Volumetric Equilibria and Energetics: H_M + λ_g^-1H_rm Ac,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9757,9244,ad0447a05914316929b935fbed300ce7013c7142
165,I88,Invariant,ID9758: Volumetric Equilibria and Energetics: H_M,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9758,9245,93846d9bb0c4a8dc7c6d8eed8a89d854abb0cc0f
166,I89,Invariant,ID9759: Helicity-Preserving Symmetries and Time-Reversal: H_M→ -H_M,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9759,9246,b5b5786e56a5ecb6fdab5d89adadab6805d86b71
167,I90,Invariant,ID9767: Helicity-Preserving Symmetries and Time-Reversal: B→ -B,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9767,9254,815e84e43bc0c3b1af41a359ae31a4929aa659b5
168,I91,Invariant,ID9782: Helicity-Preserving Symmetries and Time-Reversal,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9782,9269,ab6e7fa8da408036301ebd9b5375e2b70571e628
169,I92,Invariant,ID9815: Topological Invariant Ω and Entangled Directionality Curvature: C_1(T^2) &,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9815,9302,22323ff640458a4b8d661d6cd6f625885530cada
170,I93,Invariant,ID9822: Relation: E_J cos(φ + 2π(kissingIndex)/(π)),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9822,9309,3b22ef7ef9f51201c36f34072cbc1a682ae23732
171,I94,Invariant,"ID9828: Relation: exp[√(8E_J/E_C),π]",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9828,9315,5c1218cd7ff6420891d25524b2940efe85f5f00e
172,I95,Invariant,ID9833: Topological Invariant Ω and Entangled Directionality Curvature: Γ^λ_μν,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9833,9320,bea0550b04bcc36b0ef0bd382b36ff080f7bbb6e
173,I96,Invariant,ID9836: Relation: H_binary(π - 3),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9836,9323,3191235a2267c6853abf235f67cd80df61af7bd8
174,I97,Invariant,ID9908: Topological Invariant Ω and Entangled Directionality Curvature: R^ρ_σμν,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9908,9395,b3711e6ae55d89bacc190560b9c9d91c50d5bbb4
175,I98,Invariant,"ID9910: Topological Invariant Ω and Entangled Directionality Curvature: S[g_μν,Ψ]",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9910,9397,1303d5062175c947b8b6e8723d1e47dd050799be
176,I99,Invariant,"ID9936: Relation: A_rm total,μ",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9936,9423,00183f228a7f770b3719da3bdbd1adf95aee4f7e
177,I100,Invariant,ID9947: Relation: μ rightarrowν,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9947,9434,8393701211db7cb4cd8be6fb135b9a3e79d4dcd3
178,I101,Invariant,I101,axiom_theorem_extraction\extraction_summary.md,11,1dfa86ddc41ca1cab460bcf753d0dbed6a385e5c
179,PR1,Principle,ID0033: Principle of Least Action (TZP Variant),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0033,35,ecd9606018e5d8ad694dbd40a34f8978826bb40d
180,PR2,Principle,ID0037: Emergent Rotation Principle,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0037,39,476e16459a37e98a4924221f5ad0f26c3d32af6d
181,PR3,Principle,ID0051: Zero-Point Fluctuations,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0051,53,c96fb00d7593b7f8bab3add2136800c2f50196c0
182,PR4,Principle,ID0105: Master Synchronization Functional,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0105,107,44b07c405d7ab732a622247230d8e1b97cffe7d3
183,PR5,Principle,ID0114: Π–φ Coupling Principle,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0114,116,127ee8a2dcb5777a06aa6812f3a95d7a6494633e
184,PR6,Principle,ID0334: Universal Avalanche Exponent,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0334,336,6bfcaf2981f2433862d0a8c7e7cdb7fefec922a2
185,PR7,Principle,ID0361: Holographic Redundancy Principle,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0361,363,96420c44ff0b10e988b9d7b3ee5cdb38b6fcc0ba
186,PR8,Principle,ID0483: Pontryagin'S Maximum Principle Control,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0483,485,d4f395238cf8a0b1b11c9e81648d9c130dce3496
187,PR9,Principle,ID10163: Landauer Principle: E_Landauer,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10163,9650,ac4f55e6861114704a055fee1821a8c0fd2b010d
188,PR10,Principle,ID10211: Landauer Principle,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10211,9698,d36f33ed8b3ba1bc94e996225f3d19c8eee01531
189,PR11,Principle,ID10239: Quantum–Classical Correspondence: Δ X Δ P Ge (ħ)/(2),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10239,9726,bfa43ce5ee7b8a27e578f5ebe1ec88cc4f56cb6f
190,PR12,Principle,ID10259: Entropic Gravity Emergence,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10259,9746,6826ec26ff56e8c696176874863619b899dceee8
191,PR13,Principle,ID1109: Pontryagin's Maximum Principle Control,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1109,1109,65e698669686a3f6ad66ab4844a8068b55e98d7f
192,PR14,Principle,ID1163: Pontryagin's Maximum Principle Control,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1163,1163,79dfa7be4d9a3ba583f64536eaf9988fafa4ad42
193,PR15,Principle,ID1279: Emergent Rotation Principle,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1279,1277,c848db97c79a03609d0b6ec5fe814d0fa0aa819d
194,PR16,Principle,ID1404: Pontryagin's Maximum Principle Control,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1404,1402,484dff89dce11ec164bf76aaa2c372e36365c0be
195,PR17,Principle,ID1546: The Volumetric Principle,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1546,1544,76ef8993b4910a6fec51107a4c853e2c4b84fba4
196,PR18,Principle,ID1579: EID_0167 Magnetic Field Source,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1579,1577,7349cee7c897bffc85904a6e3428370dbdbd511b
197,PR19,Principle,ID1660: Solution Variational Principle,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1660,1658,fb9247a7b14dab4c65783b78b2cda866a21e59d4
198,PR20,Principle,ID1819: Standing-Wave Genesis,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1819,1817,f2d11ec3b20c7bfb4ea23ec154b6d7098c9de6f6
199,PR21,Principle,ID1822: The Volumetric Principle,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1822,1820,4d5eccc857d97aab4b1affc72bfe24bfcd827319
200,PR22,Principle,ID1823: The Volumetric Principle,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1823,1821,33cfab3fc2a71640a6e850150f8f855317bfb2f8
201,PR23,Principle,ID1826: The Universality Tests,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1826,1824,942a10dce92ff66a9410bf5f8efa21f1a8e645dd
202,PR24,Principle,ID1830: The Cymatic Codex,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1830,1828,c9ebff445e4e7894401950c71be544d199910b9c
203,PR25,Principle,ID1909: EID_0167 Magnetic Field Source,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1909,1907,d229d1f8be323a9449e19b964792a3bbc3d2ea06
204,PR26,Principle,ID2203: Holographic Redundancy Principle,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID2203,2198,2e04374c9b202915d84aa77e92efc218877b15ef
205,PR27,Principle,ID2353: Universal Avalanche Exponent,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID2353,2345,9f50f5fce34b22567b6321d1ff79c6ab9e5e6222
206,PR28,Principle,ID2539: Pontryagin's Maximum Principle Control,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID2539,2531,fe2f573a1358ebefc9aa614229e34c36ab78c74c
207,PR29,Principle,ID2644: Continuation of Emergent Rotation Principle,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID2644,2633,4baca00e6a9f74dac77d64fb64f0bd0d26f09bf4
208,PR30,Principle,ID2670: Solution Variational Principle,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID2670,2659,17daa119ee96cf36440d795583519ab5f002bfcf
209,PR31,Principle,ID2763: Screenshot 2026 01 22 040500,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID2763,2752,47a19cebc4043b12773b0e8e3ed5d2778a65c155
210,PR32,Principle,ID3706: Density,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID3706,3331,ca0852da96447caee41359df436e5031a6b70daa
211,PR33,Principle,ID5798: Entropic Quantum Field Strength Relation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID5798,5304,2f735053cdc69379da06a5f409a85e8118f0e22b
212,PR34,Principle,ID7090: How This Compares to Standard Theory: ∼ 10^-13,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID7090,6577,6a30ec71b1e0834dd584cbf4f1e80edb4c94fc0a
213,PR35,Principle,ID7091: How This Compares to Standard Theory: M/M_oplus,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID7091,6578,29943b9ccc1c063a3e3de18ccd3a3faa3f4c0617
214,PR36,Principle,"ID8493: UNIVERSAL AVALANCHE SCALING Canonical Statutory Formula: P(s) ∝ s^-τ, τ ≈ 3/2",TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8493,7980,264aa3622b842e96a9d46546f40d3a920b4835d4
215,PR37,Principle,ID8699: Uncertainty Principle: Heisenberg's: Δ xΔ Pge□/2,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8699,8186,346a44ac39dadda365524e862c73686c4225edbb
216,PR38,Principle,ID8876: TRAWINIZED ACTION FUNCTIONAL Canonical Statutory Formula: S_T,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8876,8363,484eb9d729601117b6cec1e397a719bd239d4923
217,PR39,Principle,ID8913: LANDAUER ERASURE COST MANAGEMENT Canonical Statutory Formula,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID8913,8400,962cfc2c980ee363b07b48b0dbd863baa7d83f23
218,PR40,Principle,ID9071: Relation: ∇T_a∇Ta+∂VT∂+couplings,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9071,8558,f4da0f685b5963cd5f7dc55371da01ac6f4ef145
219,PR41,Principle,ID9072: Relation: 0∇T_a∇Ta+∂∂VT+couplings,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9072,8559,7a0033282299eb3c444163ee79edcc99d373245d
220,PR42,Principle,ID9709: Gyromagnetic Universe as Global Configuration (ToE Part III): S_gyro,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9709,9196,83ba5cde5a9c0b8fc06045f6c904df20e1d79d03
221,PR43,Principle,ID9727: Operational Protocol: Dual Vortex Generator: Δ E_rm Ext-E_rm Erasure,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9727,9214,84352b456573e07f0b2a327cdebf062c40fc1abf
222,PR44,Principle,ID9729: Operational Protocol: Dual Vortex Generator: dotρ,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9729,9216,aa66847079a8d8a24e0d1125222f6dbf62d34bb3
223,PR45,Principle,ID9762: Toward a Unified Framework: ∫_V(J×B - ρ G) DV,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID9762,9249,51e059c1aef83e4749c9674b62a2298d014d1e3e
224,PR46,Principle,PR46,axiom_theorem_extraction\extraction_summary.md,14,92d1883bae1d6dc229dbe3d0cd75ac2b537e792f
225,LAW1,Law,ID0025: Conservation Law: TZP Topological Charge,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0025,27,2caef0016bb36214e97899c23f1f596e4baec60f
226,LAW2,Law,ID0026: Conservation Law: Information Flux Through TZP,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0026,28,ca10079f7e33f91666f4cdca9e7b3e3558cbfb94
227,LAW3,Law,ID0034: Field Equations on a Trawinistic Manifold,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0034,36,47b5003186d617d6fd040e9e68cce2a001013aef
228,LAW4,Law,ID0044: (μ ∝ M R^2Ω) Universal Scaling Law,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0044,46,7fd24b68269dc7b94c1f6ebfac29a8b7a035f71e
229,LAW5,Law,ID0123: Radial Pressure Gradient and Acceleration Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0123,125,b97808209aa89e0ccffbead39348f6a2158299b1
230,LAW6,Law,ID0124: Pull Strength Scaling Law,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0124,126,c96e05320d89a352b700cc1005491e936511f65c
231,LAW7,Law,ID0126: Electrohydrodynamic Resonance Operator,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0126,128,125960a4dd9840a40005efa528de6977aa174005
232,LAW8,Law,ID0135: Universal Constraint of Natural Transformation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0135,137,23af71c8080cb526efd3a688cd5e3133c415ccb2
233,LAW9,Law,ID0140: Dipole Energy 1/d^4 Scaling Law,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0140,142,78eb3439c10d4fd3c53ba7178a3cd003749de6a5
234,LAW10,Law,ID0151: Vacuum Stress–Energy Contribution,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0151,153,7ba1a75ccd9977bf7714be02149b022cbf865cef
235,LAW11,Law,ID0202: Cymatic Field Restructuring Chain,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0202,204,8aba6d3adb60383e9cbe2eba337681cc64ab8bc1
236,LAW12,Law,ID0241: Elsasser Number Scaling Law,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0241,243,1912e814e6795f6a1d92fc30c13f8cfe4dba1f92
237,LAW13,Law,ID0299: Rotation Tilt via Coriolis Coupling (Joy's Law Analogue),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0299,301,5d3428f2c9236d679e26bec305df0d43c2990ba6
238,LAW14,Law,ID0369: Helicity Conservation Law,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0369,371,b2bbdb6d308cad25e7c8e4af1593337b2d4c1970
239,LAW15,Law,ID0382: Gravitomagnetic Coupling Law,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0382,384,d4402386dabdda0bcd7a0ee3b71336248adceabf
240,LAW16,Law,ID0395: Universal Avalanche Scaling,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0395,397,25e4b0adc0b9448d5994bdb3350152916a75e6bd
241,LAW17,Law,ID0470: Synaptic Avalanche Exponent,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0470,472,840995c694ca18a845cf532e97457be37194e69e
242,LAW18,Law,ID0551: The Energy Transcendence Law (Topological Rectification),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0551,553,291832edc5939f161dbdbfb5e297d17ee5f16a3f
243,LAW19,Law,ID0935: Synchronization Timescale and Phase Relaxation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID0935,936,0afccab1281ef23c78081085af62e952386873fa
244,LAW20,Law,ID10032: Relation: (An Electric-Like Field). Then,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10032,9519,1534da5d9373d809476a0dfefc660026a3f74964
245,LAW21,Law,ID10056: Relation: ∂_t E,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10056,9543,b79f3a6877dbc26e5ebc48f6f170707ce137ac43
246,LAW22,Law,ID10178: Entropy Production: Fracd S_totaldt,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID10178,9665,0ad826b6a8b333b1841baae2f75f0b51b86eea5a
247,LAW23,Law,ID1193: Continuation of (μ ∝ M R^2Ω) Universal Scaling Law,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1193,1193,04e813f72ff43c0be269f0ca83105ac4da649d85
248,LAW24,Law,ID1237: Synaptic Avalanche Exponent (Tau = 3/2),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1237,1237,5596d3dc1e9f09e486b9cd24934d3c201c9a1c84
249,LAW25,Law,ID1275: Conservation Law: Information Flux Through TZP,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1275,1273,75a5d6637759551759bd6ce99d99e10b68faa946
250,LAW26,Law,ID1291: Radial Pressure Gradient and Acceleration Field,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1291,1289,f62e217eda162a6f253d1175b812ce5292fda7f9
251,LAW27,Law,ID1497: Continuation of Conservation Law: TZP Topological Charge,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1497,1495,d763d8dd5142aedd6530ba7958747d4c50e54f6a
252,LAW28,Law,ID1527: Spectral Density Index,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID1527,1525,ed20364f191ca60a9a92813990ab758c3f5ae50b
253,LAW29,Law,ID2053: Strong Law of Large Numbers (A.s. Sample-Mean Convergence),TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID2053,2050,62b5ee62e7d30a82eb2a0ae11c9b01d82bb08766
254,LAW30,Law,ID2104: Universal Constraint of Natural Transformation,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID2104,2101,1a3e302058e343ce99c58cc963c43c55bec87b79
255,LAW31,Law,ID2283: Synaptic Avalanche Exponent,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID2283,2276,4e15970946455b1b2235a039c15b9f77b3a5d4d5
256,LAW32,Law,ID2285: Dna-Origami Templating \& Nanofabrication,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID2285,2278,aaadc60c1689bd2747937b9e996fcd605c749fac
257,LAW33,Law,ID2337: Pull Strength Scaling Law,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID2337,2329,e19aacaa47d2a8cb571176fa6dfa1ec84527b18c
258,LAW34,Law,ID2347: Elsasser Number Scaling Law,TZPID_ALL_IDS_CANONICAL_EQUATION_MASTER_with_export.csv#ID2347,2339,c26571d061152f9e304989923a5b98c8da9efa23
